imgName,entropyMooney,entropyGrayscale,structSim,selfSimilarityMooney,selfSimilarityGrayscale,PHOGcomplexityMooney,PHOGcomplexityGrayscale,anisotropyMooney,anisotropyGrayscale,edgeEntropyMooney,edgeEntropyGrayscale
1118,1.92212658487757,7.83749911054998,0.147366675435225,0.42221,0.77649,7.8058,15.783,0.0012265,0.00035075,0.215279623322784,0.608373199139565
1119,2.00850094209926,7.26679965161393,0.140754144431024,0.57914,0.62645,9.7976,14.913,0.0013392,0.00044389,0.227835849154374,0.652031010811772
111,2.32829156124295,7.48827437356093,0.255975201398986,0.4786,0.51016,9.9508,9.3992,0.0010849,0.00067138,0.252289741543964,0.408119285764725
1120,1.80473549090271,7.74341922176904,0.283702472698604,0.56975,0.63543,6.5486,6.9448,0.0012526,0.00065969,0.194072450566412,0.390934704196724
1121,2.20042609005033,7.23813682131523,0.262151998383074,0.49773,0.56418,12.724,11.189,0.0010085,0.00050405,0.277291796571502,0.462636554515029
1122,1.95775272795478,7.44468550655227,0.29259844883067,0.54445,0.631,8.9842,11.843,0.0012652,0.00074079,0.215103311605142,0.511269702811326
1123,1.43256305264996,7.30194281995036,0.29221249503836,0.34362,0.67525,4.062,7.5701,0.0019688,0.00060903,0.127916397718262,0.472973849216553
1124,2.22162111615068,7.60487278327832,0.281681673460457,0.56953,0.67486,11.781,13.451,0.001147,0.00051072,0.26206739747134,0.524130022612778
1125,2.22788646322154,7.84348856874202,0.296623418023476,0.58474,0.58185,11.569,9.201,0.0012262,0.00093193,0.262817828212466,0.433765410871159
1126,2.0653201405114,7.08036861752653,0.0894268630402361,0.45009,0.51821,9.9385,15.251,0.0012964,0.00035085,0.233672285754785,0.580663786613811
1127,1.34901831750782,7.27781971888415,0.111926971987904,0.52515,0.63261,5.8446,6.7907,0.0013349,0.00064256,0.170701174972075,0.440212596810662
1128,1.12647864231895,6.73647109454611,0.723842577082442,0.27707,0.33468,3.3026,3.1446,0.0019699,0.0013409,0.109036294609939,0.195265552441194
1129,1.99325818330818,7.15433542681378,0.339205219179404,0.60668,0.65306,9.6219,8.2223,0.0011114,0.00036857,0.226794457003526,0.58381963264447
112,1.11487346387596,6.09973729350859,0.764142656311136,0.20659,0.36852,3.5447,3.7246,0.0019084,0.00060637,0.114542789726882,0.266195703786272
1130,1.75741315349073,7.20486099503273,0.319699285555673,0.42716,0.66671,7.5649,8.9979,0.0013393,0.00058099,0.21073258111048,0.472236801458555
1131,1.37157274853115,7.61046106164704,0.367476943074031,0.28389,0.44652,2.665,2.6763,0.0019711,0.00085969,0.0933721425679942,0.374188527251454
1132,2.21655469236019,7.79139502636453,0.223591036231603,0.64769,0.69238,11.577,17.235,0.0010061,0.00058398,0.264143544656292,0.521355886083347
1133,2.21401353657492,7.40530368298103,0.120105164936418,0.56594,0.66961,11.238,12.284,0.00096149,0.00037319,0.256139438719708,0.59425765327813
1134,1.6389610955528,7.59758965871695,0.351892752775965,0.41206,0.50492,5.1651,9.3719,0.0014784,0.00093548,0.160608386952782,0.475510862396731
1135,2.23038824377679,7.54678187037226,0.191951655354623,0.57071,0.60495,11.665,12.289,0.001139,0.00054695,0.261232404080341,0.501589935306835
1136,1.9110830900482,7.44527700781972,0.275456062817996,0.53625,0.64216,7.5241,5.807,0.0016914,0.00073158,0.199570556950997,0.379880089954818
1137,2.10849115172498,7.78147492135194,0.208031533383547,0.59472,0.53896,10.553,9.2115,0.0011277,0.00067418,0.241724366219065,0.404857079346132
1138,2.07699851769835,7.51223340381931,0.226299558127987,0.57439,0.58004,9.4255,6.5343,0.0013042,0.00069857,0.221154144665839,0.4457191711845
1139,2.09629024089902,7.47165067048022,0.278076845477919,0.6241,0.66985,10.539,10.361,0.001332,0.00049878,0.241109820818627,0.430434770320281
1140,1.03391606232443,6.2700100583325,0.73183798491737,0.32688,0.5289,2.9998,2.4167,0.0022431,0.0012106,0.10108934048216,0.338574519775559
1141,2.17284054126085,6.90574041143079,0.146209720722384,0.58533,0.67918,12.368,7.9274,0.0010218,0.00047921,0.273691976200205,0.489063885217942
1142,1.57051962108895,7.46563913967596,0.23937940642673,0.4561,0.70184,6.023,9.659,0.0014432,0.00064391,0.176053583230142,0.483968149601038
1143,2.15040573602417,7.2886729646443,0.212914630795198,0.59581,0.62635,10.925,11.735,0.0011768,0.00060822,0.248170039407989,0.472616088426919
1144,2.06595164634753,7.28276681793078,0.278025880373381,0.55925,0.69832,10.475,10.029,0.0013157,0.00074909,0.240558556096852,0.462874111358646
1145,2.03833084074409,7.65745259896082,0.243053943183292,0.60173,0.67876,9.0247,8.9154,0.001147,0.00059086,0.214270899579964,0.464285832506286
1146,1.66670720927409,7.38418225125364,0.364302499430078,0.39289,0.57589,5.9253,6.158,0.0016011,0.00071474,0.17472704203555,0.440262643817035
1147,2.16306700378326,7.71747406798096,0.296741541710473,0.62655,0.6195,10.518,9.6237,0.0010917,0.00046977,0.240619106116549,0.470987959919104
1148,2.45488678957309,7.66291745686379,0.154247346218316,0.73187,0.81758,14.611,18.473,0.0010721,0.00045496,0.305113703637459,0.650252037321634
1149,1.82556452333351,7.70262295193594,0.290717138198844,0.57025,0.6649,6.6561,7.082,0.0011969,0.00078917,0.187547053770948,0.434184875471679
1150,1.80352870815855,7.23737200985323,0.0966649041286659,0.61846,0.71283,9.1129,10.629,0.0011403,0.00037683,0.218512568797776,0.486749856515581
1151,1.40205476983261,7.67829617623683,0.355818824867758,0.31692,0.6351,2.8788,8.9823,0.0016578,0.00055284,0.107229863226462,0.540122655770834
1152,1.22173673667509,6.97101125277578,0.387593719732132,0.50376,0.68953,5.0736,7.9865,0.0011858,0.00051175,0.161871520388757,0.571387133041104
1153,2.09759400284313,7.74713324785924,0.151102965658309,0.63104,0.79372,9.5946,17.716,0.0011356,0.00025078,0.226890835805031,0.588936097627148
1154,1.96872242970827,7.78182128298741,0.202759672497029,0.51006,0.66605,8.7116,13.24,0.0011463,0.00039949,0.20863519148684,0.560022949373906
1155,2.31208951275737,7.56497257200443,0.218460081186108,0.73292,0.63188,12.002,10.141,0.00097929,0.0004241,0.266497928745708,0.434510707653641
1156,1.09017925943807,6.15364668725447,0.461927949734351,0.3126,0.71112,4.836,4.968,0.0014375,0.0005169,0.142884781947844,0.564921361654886
1157,2.21878009244778,7.75095178846633,0.243980302911927,0.53581,0.62217,11.557,13.08,0.0014357,0.00084492,0.25941458058538,0.497977458892541
1158,1.80156528699923,7.49538806776744,0.106563522445514,0.60818,0.66108,9.2738,11.138,0.0010706,0.00039062,0.220657754430902,0.445265799627119
1159,1.96168858586459,7.8402119414315,0.289506795861702,0.59589,0.6739,8.4469,8.8569,0.0012153,0.00051729,0.20210278391185,0.448705375094838
115,2.20748500040021,7.41796526398609,0.0908231818422875,0.53502,0.86178,12.659,19.514,0.0011331,0.00022517,0.283002272448365,0.754886356645969
1160,1.92919516858273,7.54540636634139,0.188248802716641,0.5095,0.66828,8.8431,12.635,0.0011247,0.00034342,0.213639177990747,0.522807176053786
1161,1.90797378026662,7.51097025486602,0.322556949450178,0.55318,0.66825,8.4822,11.395,0.0011444,0.00068193,0.205720408889866,0.530001894854016
1162,1.76787658175006,7.575902252575,0.185172611495563,0.43918,0.7002,6.9783,11.091,0.0014457,0.00042965,0.195098271584759,0.529194975121244
1163,1.55528455264133,6.84767302168423,0.107378229822106,0.45529,0.56054,5.9592,6.198,0.0017282,0.00042508,0.167803859206512,0.538255557553272
1164,2.13441433474124,7.67535023238023,0.258228668245995,0.68399,0.6866,10.26,8.9139,0.0010336,0.00067769,0.237701640026416,0.439032752792486
1165,1.96132907032533,7.64037904453721,0.266000528828055,0.66313,0.70518,8.151,9.3208,0.0011237,0.0003326,0.198288562768942,0.497982501841878
1166,2.61263557589684,7.57762670577175,0.163890960628279,0.70575,0.7738,15.79,15.526,0.00090865,0.00025087,0.32711975237312,0.586783068616526
1167,1.68912095310492,7.03641757771719,0.148101246578281,0.50353,0.60715,7.4026,4.4132,0.0014586,0.00072905,0.203485633677622,0.32026299405491
1168,1.48587660917227,7.47070367516044,0.491953690264214,0.35705,0.4612,4.0369,8.0137,0.0016538,0.00067244,0.125707702258826,0.418468542718177
1169,1.56651547645292,6.68518073104287,0.63100168487753,0.3708,0.40318,7.0022,5.4143,0.0014919,0.0011924,0.195329683772736,0.337067338103048
1170,1.97220066515926,7.58152818298698,0.321472520935236,0.62368,0.70951,8.5213,12.705,0.0011153,0.00054403,0.209062462790789,0.477504203998736
1171,2.17350384589605,7.32473628261716,0.123253075294679,0.66258,0.755,11.118,6.9505,0.0010758,0.00051386,0.250267641647439,0.393885309699863
1172,1.99116338214596,7.00738058101399,0.28679842681696,0.54831,0.74613,11.232,9.5072,0.0014232,0.00044676,0.254062684790032,0.469412184965386
1173,2.07384727775649,7.40268215216227,0.386566837705204,0.64418,0.70734,11.017,12.59,0.001155,0.00039113,0.24898918531705,0.450410468386259
1174,1.23242922799446,7.06299939076848,0.190299702676486,0.37186,0.57641,3.15,5.5534,0.001614,0.00064121,0.103084714763209,0.421427311131271
1175,2.14429160604208,7.61746530696538,0.123726138885579,0.60095,0.7787,11.137,12.932,0.0011062,0.00043792,0.251192629060912,0.554100445885979
1176,1.92411930767293,7.27645323660833,0.183442774217668,0.51159,0.71018,8.2431,12.005,0.0012401,0.00055352,0.200916090945484,0.551050558175145
1177,1.69219180592488,7.33420376509637,0.525741900902286,0.49633,0.61409,6.2883,6.5927,0.0014666,0.00060571,0.180915543625867,0.354605785186361
1178,2.11788038512376,7.37735794359414,0.248463505678725,0.66245,0.76417,12.07,14.645,0.0011555,0.00037172,0.26697494013095,0.509061630305425
1179,2.29660105542671,7.65287461433849,0.24248355770047,0.5865,0.67552,11.929,14.226,0.0012975,0.00058441,0.268117971600228,0.493809126738097
117,1.72697642864416,7.4528919596385,0.0999372127705722,0.51905,0.82356,5.6614,13.384,0.0015228,0.00022649,0.175524533179946,0.735580970863603
1180,1.26461192611345,4.08253003648521,0.660835157279174,0.10945,0.19179,5.0628,4.5932,0.0022148,0.0014984,0.144973452602043,0.311199261004295
1181,1.41335054027253,7.02515642489234,0.0765680054300647,0.54558,0.58752,6.6163,8.0211,0.0012966,0.00060029,0.189062673504885,0.462031277745418
1182,1.80634958530533,7.63259972360905,0.39751563305993,0.52663,0.65007,7.8888,6.7468,0.0016892,0.00094385,0.212894678819655,0.340417011211094
1183,2.47432084673226,6.95586184497417,0.0876010472347512,0.71839,0.90265,15.525,20.314,0.0010461,0.00048083,0.324518798561323,0.698866432226967
1184,2.33142949565044,7.74631334296338,0.22282101067286,0.72652,0.81257,12.218,10.141,0.00087482,0.00030359,0.271115559312898,0.478690185734028
1185,1.48900296063738,7.7139269213413,0.343312452538575,0.24766,0.47911,3.9507,7.3011,0.0021676,0.0010142,0.129468956814667,0.388596724940009
1186,1.71755963498785,7.62351112320071,0.258079434276139,0.57527,0.65274,5.8034,5.8971,0.0012777,0.00042993,0.172603465483235,0.398525795532512
1187,1.90660273317668,7.71691489701068,0.433318578320254,0.56734,0.6487,8.2066,8.5618,0.0012349,0.0005577,0.19953071771886,0.414911768834487
1188,2.07479105566732,7.69869308527971,0.190471368075046,0.6306,0.58588,10.13,8.2473,0.0013066,0.00068867,0.23506176235336,0.356068632341769
1189,1.59074495822827,7.29044863238129,0.373731454658545,0.52461,0.6735,6.1275,7.4628,0.0018301,0.00064464,0.175609923751037,0.46803450991948
118,2.22822148748297,7.42597679410566,0.203140972477145,0.42008,0.45218,8.4698,5.0303,0.001257,0.00099583,0.220788362669187,0.326700164131349
1190,2.44555259640544,7.40211065640014,0.248240090176902,0.6577,0.70172,14.02,11.119,0.0010114,0.00024695,0.301417626539999,0.587475822865651
1191,1.61258928803092,7.31945984597961,0.232324013913959,0.43021,0.67961,5.5111,7.141,0.0015023,0.00042521,0.162296207319647,0.482941113251843
1192,2.17618465317724,7.39976228311697,0.3396664640332,0.58062,0.65076,10.742,10.823,0.0012644,0.00048566,0.24490296070651,0.461182531218724
1193,1.94415303945266,6.59725982517477,0.313803876639769,0.68825,0.83618,12.535,9.486,0.00090494,0.00048106,0.276175093738606,0.63969883866831
1194,2.08730467189403,7.60041775827735,0.259053623806365,0.51666,0.47818,9.5259,8.1501,0.0012873,0.0010337,0.224957058164675,0.435154043465559
1195,1.92725519851862,7.60557068590396,0.214900658088919,0.56447,0.54099,8.732,12.284,0.0012705,0.0009247,0.211344015567309,0.460282375669226
1196,2.04224082380503,7.48860908708009,0.17684489687589,0.55003,0.62805,9.666,8.4548,0.0014152,0.00057742,0.224785521679283,0.492346758181964
1197,2.63661877417974,7.86188090221439,0.234473951625407,0.72246,0.75852,16.127,15.147,0.00099238,0.00049133,0.328516562916417,0.546954019560635
1198,2.04056031688503,7.08680261144887,0.320061677836358,0.54902,0.58923,9.7965,7.5275,0.0015184,0.00075975,0.233098028620905,0.419185631888789
1199,1.9672350236314,7.6678859987783,0.205816184559231,0.58437,0.64354,9.525,7.8429,0.0015553,0.00086067,0.2235552563384,0.386783825116254
119,1.66666011161025,6.45417351430989,0.459748054084673,0.54229,0.58403,5.6067,6.6797,0.0018132,0.0010475,0.167242402799818,0.370683170746261
1200,1.79915044539114,7.64764623795732,0.193688658225074,0.5202,0.71096,7.2101,11.993,0.0014002,0.0008214,0.194785997418551,0.612706101781115
1201,1.54391397637771,6.38542859767773,0.0623093971705977,0.51895,0.74656,7.4596,8.3154,0.0012674,0.00023541,0.206386502924138,0.669355749605278
1202,1.59451749104709,7.57598429945124,0.468629581584369,0.56156,0.64341,5.8215,6.3041,0.0013866,0.00068539,0.170426408056856,0.397547680702862
1203,2.45209048315795,7.55463812292747,0.364281924155422,0.65794,0.71284,13.742,13.755,0.0011887,0.0004687,0.293171879207675,0.501624498097201
1204,1.83954966029695,7.56888473193332,0.143316792598646,0.6117,0.66844,8.2181,8.6697,0.0013324,0.00051673,0.200691901021979,0.448765975258536
1205,1.95969374102836,7.69295465774974,0.22493328810494,0.60018,0.58027,8.428,9.4487,0.0012974,0.00056908,0.204891278045358,0.445315703252964
1206,2.45011381395613,7.69446116912347,0.321336669410553,0.64753,0.73428,14.103,14.027,0.0011505,0.0005306,0.299423146210241,0.472867993003181
1207,1.71777128367495,7.11350251318806,0.480065432607395,0.51091,0.44398,7.2223,4.7408,0.001434,0.00067323,0.200219265081076,0.308872758957313
1208,2.11880833136333,7.66714003928821,0.321502640097239,0.71276,0.64016,10.366,10.095,0.0012835,0.00059656,0.238167216457827,0.441313103488746
1209,1.65378893925213,7.39268595535708,0.355262052217031,0.48636,0.70215,4.9728,12.919,0.0014415,0.00042352,0.15255652360342,0.578723144913492
120,2.49203694121971,7.20539445456173,0.0820030612410735,0.67638,0.85946,15.299,15.294,0.00098307,0.00023828,0.322487782251691,0.695087075538549
1210,2.46206046322417,7.69359984601914,0.125722367282769,0.60343,0.68905,15.231,23.339,0.0011457,0.0006948,0.319429811565884,0.626435600393692
1211,1.88614911379039,7.55406850965013,0.310000554484895,0.49525,0.6844,7.4587,8.3932,0.0013639,0.00051611,0.21045351845358,0.551174128890082
1212,1.7834235540285,7.25008571771952,0.254984808018606,0.42059,0.63671,7.0379,16.29,0.0014873,0.000428,0.192375864456973,0.513173954535281
1213,2.41318357956808,7.59889503243251,0.138660235517287,0.68511,0.72596,14.06,20.637,0.0009536,0.00023334,0.301364438998568,0.550301324741093
1214,2.1483752033985,7.51828808140252,0.133363149882753,0.65472,0.83169,10.388,13.432,0.00098624,0.00020558,0.238761894032558,0.475124616782671
1215,1.34565050341809,7.29628560795467,0.402487858550594,0.44026,0.63411,5.5146,9.1436,0.0014183,0.00049662,0.164253436965895,0.534384607040858
1216,2.17958069165191,7.66873997756672,0.177261233718329,0.62535,0.53991,10.6,11.422,0.0010003,0.00048459,0.244835987941358,0.434329339128252
1217,2.3202370135883,7.72260295794571,0.325396354941684,0.65443,0.76793,12.117,14.388,0.0010111,0.00038091,0.267691939704725,0.430146669115855
1218,2.4885845115942,7.87819787117482,0.193172113827561,0.75202,0.75209,14.148,16.672,0.00092665,0.00032062,0.300070103263889,0.55981196615227
1219,2.3208002178317,7.70827013711258,0.181645591482341,0.67674,0.71364,12.205,13.809,0.001062,0.00046203,0.270333184449498,0.536535339879685
121,3.37474712381994,7.44885985285836,0.217010255148775,0.71141,0.81119,19.335,11.366,0.00073144,0.00026928,0.386911291106933,0.612337157747471
1220,2.09404613305037,7.54930769003137,0.108097147945019,0.56928,0.66061,11.274,15.008,0.0010711,0.00037562,0.253314821591644,0.504141035389867
1221,2.48250605909041,7.52208232313702,0.165099147912684,0.65144,0.69523,15.216,16.339,0.0010411,0.00040117,0.319864442292231,0.534962889863913
1222,2.30331595758311,7.68334349753366,0.354628497831001,0.54582,0.59629,12.564,14.139,0.0011402,0.00056925,0.27427483950573,0.477385418807362
1223,2.03755910031003,7.51380165240182,0.12209642515876,0.51946,0.63265,12.303,17.039,0.0012023,0.00068516,0.276310371155775,0.543775168415329
1224,2.02317579220492,7.7512109959854,0.284312498810986,0.58243,0.58856,8.8908,8.0221,0.0014287,0.00087136,0.211125118922013,0.389833258372272
1225,2.46084067849412,7.86937174604868,0.138687971138538,0.66333,0.78314,14.468,27.882,0.00090202,0.00027656,0.310226106039789,0.643680718619961
1226,1.88949518892734,7.61476158795978,0.106754561916956,0.61972,0.67197,9.2519,13.036,0.0011895,0.00055858,0.219857628275595,0.613393493318918
1227,1.79322874377908,7.56626116245054,0.187517851167188,0.46456,0.79124,7.4857,15.808,0.0015565,0.00039609,0.201480782641029,0.705487158955098
1228,1.70830973341102,7.64351377167374,0.0716936628365299,0.30527,0.57885,6.3757,14.927,0.0013547,0.00026274,0.180672152678886,0.608410366795216
1229,1.74625436527043,7.4482014465447,0.34720884959123,0.53714,0.4617,6.0058,4.5066,0.0014182,0.00063914,0.177006021013159,0.374556780943524
122,2.40011896002786,7.80380067382435,0.150544460017584,0.63682,0.78845,14.053,23.978,0.0011164,0.00035268,0.298953804587065,0.611454325708952
1230,1.76744149796385,7.4556884358999,0.162703055524697,0.56885,0.46975,6.9905,7.2716,0.001477,0.00072986,0.190074946424527,0.492316012968447
1231,2.09668160334248,7.57666126679623,0.175065761050297,0.42438,0.61831,10.61,14.181,0.0013011,0.00041197,0.240774035398662,0.61618341280943
1232,2.38073105474021,7.77880975611672,0.114145201401559,0.66596,0.82924,13.594,39.068,0.00087525,0.00023567,0.298662643978075,0.762962292640117
1233,2.31679075090629,7.69392417161476,0.160179741944829,0.71794,0.73153,12.204,12.3,0.00096981,0.00029427,0.270704690772412,0.574066511999031
1234,1.5350148698794,7.66530444023394,0.230400355371261,0.41432,0.65427,4.3764,8.0552,0.0016801,0.00086948,0.13684969184025,0.560075649334555
1235,1.89125969193392,7.50179525268744,0.147657826664958,0.61732,0.7383,9.7527,16.416,0.0011163,0.00036095,0.228137924285644,0.640245570243766
1236,1.85117686244042,7.53445318610993,0.111114570374563,0.54976,0.63392,9.8784,11.839,0.00128,0.00066503,0.227973044611544,0.516851582982647
1237,1.78429908230588,7.09266599070352,0.0882413262652369,0.61596,0.68914,10.419,15.107,0.0012397,0.00054625,0.237503339141963,0.489631823961954
1238,2.51396589474305,7.67609965156314,0.238609628662164,0.61564,0.58893,15.867,16.18,0.00099181,0.00047754,0.327733243333622,0.591865276691667
1239,1.59880264212853,7.65252532653813,0.19573487600175,0.45671,0.73049,5.6665,13.204,0.0015396,0.0004641,0.168413340827445,0.599486331673568
123,1.69602426630041,7.11596422717252,0.244613313412031,0.43468,0.65284,5.6004,6.6427,0.0017693,0.00051252,0.1650463934909,0.51293594009641
1240,2.85092080687595,7.13071263289548,0.113507144664284,0.71965,0.86933,20.093,20.977,0.00082104,0.0001756,0.38619347376079,0.797981252213942
1241,2.34373272075184,7.89179497409662,0.156181930311052,0.64421,0.7939,12.328,17.351,0.0010813,0.00033062,0.271482423107785,0.573171174081045
1242,1.70640869522876,7.51155453556092,0.112809832280219,0.52374,0.52386,6.6538,12.598,0.0012865,0.00052188,0.191999581616579,0.548633292983706
1243,2.47291948673963,7.64880841677095,0.131809380763445,0.74894,0.76929,14.676,16.221,0.0010566,0.00045996,0.309259511237787,0.615969703534484
1244,2.05902769114764,7.74616437355804,0.173345964066652,0.53739,0.75122,9.8302,12.615,0.0010661,0.00028581,0.229678985286751,0.598392009510261
1245,1.66747683527747,6.46178692572,0.208051378566063,0.44341,0.5864,5.8761,5.9512,0.0014192,0.00054871,0.179069727687164,0.52522062670528
1246,2.03122063056686,7.11489239296337,0.113970893412329,0.62639,0.579,9.7756,8.1391,0.0010763,0.00042791,0.230238758945379,0.513089229478139
1247,2.39221407032483,7.60719880497799,0.0901798991169537,0.69334,0.7596,13.658,24.041,0.00097959,0.00030285,0.293733239611049,0.656879085775423
1248,1.86895087663807,7.69339666675422,0.083481740879899,0.56304,0.76146,8.5532,18.762,0.0013351,0.00024907,0.203851772171821,0.629155316614342
1249,1.9203789060049,7.90773577423823,0.0778260734498756,0.54943,0.82433,7.9991,24.891,0.0010785,0.00016627,0.215414746627909,0.736889256795939
124,3.54468750695429,7.72033628061006,0.148799555956707,0.65879,0.72403,13.69,19.097,0.00082266,0.00031999,0.30726835986076,0.645624358873114
1250,1.99771199534703,7.35774686757251,0.113256480238132,0.61309,0.57334,10.208,21.887,0.0012074,0.00031164,0.237207290210879,0.551329323971046
1251,1.58802250569723,7.66720789349405,0.116814657319272,0.57198,0.66968,6.6459,25.554,0.0012441,0.00018875,0.188814484970065,0.69574803466503
1252,2.3584416885928,7.63246706109347,0.180314554461294,0.65989,0.52393,13.431,19.364,0.00091597,0.0002729,0.289587839764014,0.595717560693339
1253,2.18762923422221,7.55868931943751,0.141391792418944,0.696,0.59396,10.582,16.193,0.0010213,0.00024861,0.242330158498074,0.627199503820362
1254,2.27677171137026,7.65126610974664,0.113630019861583,0.64877,0.76514,11.829,21.258,0.0010459,0.00030809,0.267964846134825,0.708996814328816
1255,2.43301558894383,7.72354233414155,0.125461071800438,0.68961,0.61998,14.85,16.793,0.00095277,0.00031401,0.314176369369767,0.63438610330241
1256,1.93178644888243,7.63326652110764,0.15452859103701,0.47935,0.62358,7.9078,12.12,0.0013415,0.00031833,0.219261420940999,0.621990166743627
1257,1.58398432542772,7.72657868561101,0.262080533956803,0.49201,0.60081,5.3262,8.811,0.0015861,0.00041337,0.156046219748479,0.539274432875941
1258,3.00803341723155,7.63975254278336,0.220904365101607,0.71543,0.71546,23.707,24.547,0.0010216,0.00055973,0.434133203810231,0.629354044345469
1259,2.58715345661981,7.65922470327268,0.197852250342334,0.71292,0.7011,16.571,23.938,0.00096083,0.00031688,0.339396207259665,0.592916134930961
1260,2.68888507542117,7.65957176296555,0.231816336864956,0.75321,0.80046,17.783,19.287,0.00097078,0.00037224,0.354090087110899,0.606897474317026
1261,2.6111173493363,7.34261817923775,0.215064400879349,0.59337,0.54262,16.47,11.402,0.0011986,0.00072867,0.335751447926949,0.47779239021655
1262,2.12236293429155,7.5163876702637,0.289024562437552,0.38176,0.49882,10.44,7.9676,0.0014434,0.00057192,0.241189610314787,0.450819859993498
1263,1.47931388436678,7.6399849374077,0.28989669588249,0.43162,0.70641,3.4399,5.1536,0.0016448,0.00043555,0.118716336045601,0.400889527226659
1264,1.99167860233802,7.56921624166825,0.169432413442698,0.52592,0.66909,8.8335,15.304,0.0011621,0.00028691,0.21638382269272,0.691515202161066
1265,1.54461327150248,7.44356557652748,0.407177034090138,0.53377,0.62944,5.0949,7.0022,0.0013444,0.00034072,0.157595383631376,0.537776631165732
1266,2.14638555632472,7.33414010887845,0.287610581837495,0.57325,0.58692,10.829,18.841,0.0011973,0.00041144,0.246453489432166,0.535059028831732
1267,1.92056817526998,7.78301795854027,0.165456395401322,0.54895,0.76055,8.2756,11.683,0.0013053,0.00041627,0.223970410154133,0.570299386943203
1268,1.80463858841502,7.66030541353611,0.0887673991608668,0.53233,0.71473,7.3705,18.087,0.0013385,0.00029092,0.202454658932162,0.655953847203117
1269,2.25854214041275,7.36746717805442,0.0989857312202429,0.67743,0.6236,11.944,13.621,0.0010219,0.00035014,0.265931251491478,0.619986236122868
126,1.56074888260517,7.35555333076378,0.242181057079909,0.25356,0.66775,5.8251,8.5814,0.0022403,0.00056678,0.142981816899456,0.583173889929737
1270,2.06586455208542,7.74890083452362,0.338494015807707,0.56454,0.5478,9.5193,11.424,0.0013885,0.00045001,0.225627518377927,0.539986208488435
1271,2.31419677819205,7.51347575868933,0.157639427843151,0.55188,0.69879,12.466,15.879,0.0011655,0.00032194,0.27619138968672,0.659181078534157
1272,2.22324198978032,7.64739991853069,0.0875911955344207,0.59035,0.86829,11.903,27.461,0.00096838,0.00032193,0.276595778700954,0.768983803552633
1273,2.07904574256258,6.83812327685616,0.0561778294261735,0.47362,0.64719,9.5102,14.489,0.0012757,0.00013046,0.226783348541399,0.661088534547399
1274,1.9690417108848,7.39429372985736,0.0898153498455616,0.51596,0.59365,9.8483,16.647,0.0011736,0.00036103,0.230853512838479,0.538384038254295
1275,2.77666350317632,7.54698046673763,0.127449516562179,0.71057,0.63661,19.097,23.89,0.00087381,0.00025818,0.373185944366969,0.703208698475783
1276,2.34722782862211,7.77147725081668,0.10659951977388,0.56941,0.65566,12.688,19.151,0.0011423,0.00035689,0.27768424335452,0.599049965532259
1277,2.14279990971831,7.54051293062654,0.0654891706945397,0.53653,0.76592,10.399,21.606,0.0011155,0.0001797,0.24088601934222,0.712802569258439
1278,1.664865528345,7.83594410027449,0.120701390678119,0.49314,0.67592,5.8246,14.916,0.0011975,0.00022533,0.176516344622875,0.68606385829558
1279,2.01527514588073,6.91553420074829,0.124095205600687,0.57207,0.63813,9.0051,10.907,0.0011099,0.00022369,0.216271610620918,0.707168592392365
127,2.10855011682602,7.41953431853042,0.25954553347187,0.71079,0.5836,9.048,6.9326,0.0011142,0.00043967,0.213539550391709,0.436328550295388
1280,1.5261412572226,6.85553111893682,0.32538173748353,0.45962,0.79053,6.1856,8.6781,0.0012097,0.00024005,0.185133202284964,0.689024781511566
1281,2.25267589450404,7.23572553850369,0.109328249325585,0.59516,0.71769,11.784,13.252,0.0010213,0.00019297,0.264961933477128,0.639596434455789
1282,2.31010269504192,7.38668649746178,0.0971941714658327,0.618,0.70289,13.113,15.961,0.001181,0.00029487,0.285546763393875,0.596480640331182
1283,2.70031785420855,7.90551682528248,0.11412108010126,0.72484,0.83846,17.967,37.871,0.00084852,0.0001618,0.361041217845713,0.752469650654592
1284,1.98414746651263,7.6578969146266,0.261538629436323,0.55804,0.65953,8.4603,11.666,0.001393,0.00074095,0.203720939582754,0.445238496922135
1285,1.402355559419,6.70716078177478,0.129630941974174,0.33583,0.71475,4.2093,5.1042,0.001705,0.00043517,0.132095575842495,0.490988925398517
1286,1.70868255564561,7.76181009898779,0.264443425255816,0.43207,0.50633,5.6916,11.857,0.0014733,0.00057698,0.166442894070887,0.462128011448165
1287,2.46972892122094,7.27276906463027,0.149043502740039,0.61471,0.70974,13.972,11.286,0.0011615,0.00062079,0.299418619560875,0.50661851831083
1288,1.64548726293507,7.56980612405984,0.41290002776256,0.34496,0.46502,5.1387,8.0504,0.0016791,0.00072397,0.155541991046,0.406922953701022
1289,1.96581385018475,7.79103582774171,0.296859125894484,0.62003,0.70991,8.5181,17.565,0.0013809,0.00059642,0.206565893959583,0.508165660364732
1290,1.8420740601883,7.10337965045498,0.397511093716478,0.37999,0.4762,7.4537,12.796,0.0015901,0.00081287,0.207241216269486,0.499698528762294
1291,1.42232397792453,7.63412771872886,0.142964481909327,0.492,0.66976,5.623,10.716,0.0016577,0.00055765,0.161374106677633,0.434061974016104
1292,2.09751510244042,7.42222745911486,0.127455968338795,0.62469,0.8012,10.05,17.569,0.0011238,0.00022616,0.233377755958763,0.687354932914587
