0.56992,21.088,0.0012602
0.52439,6.2874,0.0014293
0.67581,14.386,0.00029195
0.65547,10.796,0.00069122
0.53891,11.041,0.00069493
0.5181,9.2955,0.0015703
0.44753,4.3294,0.0012665
0.44506,7.3215,0.0017446
0.54948,7.2984,0.00082201
0.41812,6.2084,0.0016043
0.73293,12.284,0.00058473
0.57103,8.3549,0.0012636
0.79444,25.222,0.00021011
0.43962,5.3276,0.0014001
0.674,13.52,0.00054369
0.74802,18.041,0.00095689
0.55275,6.7673,0.00064796
0.46853,5.8285,0.0018545
0.73018,7.633,0.00030701
0.48924,4.6924,0.0013414
0.69871,23.945,0.0002984
0.44418,6.8465,0.0014426
0.59053,12.422,0.00040836
0.53191,9.3659,0.0014311
0.69767,12.386,0.0006344
0.48753,8.6074,0.0015499
0.48037,3.596,0.00060596
0.39082,3.2565,0.0014307
0.59504,4.3044,0.00059393
0.47024,6.6745,0.0010716
0.80073,22.473,0.00023805
0.6908,10.521,0.0010476
0.58252,11.234,0.00077631
0.47073,10.18,0.0008977
0.44308,8.1599,0.00063837
0.44142,7.9381,0.0013463
0.80621,16.823,0.00033241
0.56807,10.096,0.0012662
0.50159,2.2791,0.00085698
0.43404,4.0809,0.0017213
0.75995,8.1466,0.00044688
0.32667,4.0472,0.0016459
0.40178,4.694,0.00055101
0.38341,5.2716,0.0012915
0.60823,6.3821,0.0006868
0.51419,8.3429,0.0015827
0.41912,4.3212,0.00039735
0.18661,2.4684,0.0022088
0.61674,8.2073,0.0011994
0.46451,6.1411,0.0019725
0.59022,5.3946,0.00044747
0.43446,3.2,0.0015273
0.71474,6.6483,0.00031061
0.51542,5.4447,0.0016618
0.78186,20.537,0.00023626
0.58962,13.952,0.0012843
0.47647,8.5709,0.00058574
0.48839,6.8392,0.0014121
0.58766,8.6269,0.00057962
0.4632,4.9631,0.0016098
0.72165,11.301,0.00052005
0.54271,9.1708,0.0014298
0.53871,9.5574,0.00042025
0.48736,8.7851,0.0014415
0.65191,4.8769,0.00035865
0.4611,4.7012,0.0011115
0.74417,8.0282,0.00059063
0.58748,8.2158,0.0010086
0.51361,9.7186,0.00071025
0.48527,6.5874,0.0016669
0.64632,18.878,0.0012065
0.53839,12.904,0.0015603
0.47214,15.502,0.00052011
0.37535,8.5544,0.0016475
0.53842,13.079,0.00039553
0.45436,6.3706,0.0013687
0.49703,9.7279,0.0014491
0.43461,9.5665,0.0021127
0.48798,11.376,0.00053135
0.43324,9.2789,0.0015156
0.65772,9.3188,0.00038261
0.6838,9.3697,0.001047
0.71935,6.2726,0.00027266
0.50765,5.1666,0.0013743
0.61697,8.848,0.0006062
0.61731,9.0113,0.0014901
0.70309,15.494,0.00049078
0.45434,10.736,0.0012483
0.59673,10.591,0.00066908
0.44795,10.173,0.0015321
0.67039,9.122,0.00030511
0.6264,8.2956,0.0012111
0.53583,10.363,0.00076083
0.35596,6.2459,0.0012351
0.53121,8.6356,0.00046387
0.47237,6.0323,0.0013657
0.60584,8.9333,0.0005798
0.50991,6.7374,0.0013522
0.53869,7.7173,0.00068976
0.55826,8.8521,0.0014427
0.67077,18.434,0.00033475
0.63717,12.484,0.0010102
0.59647,4.409,0.00053453
0.54089,5.0972,0.0013631
0.70917,19.881,0.00027619
0.70195,13.233,0.00091215
0.58974,13.052,0.00060902
0.30206,5.132,0.0017785
0.73945,12.913,0.00032632
0.59487,7.8898,0.0012463
0.75036,14.122,0.00050836
0.46204,8.6821,0.0016345
0.83204,15.7,0.00026733
0.52816,6.4364,0.0014034
0.61783,6.0966,0.0003723
0.59526,10.185,0.0011814
0.51643,7.4118,0.0010648
0.56129,8.7889,0.001513
0.63061,11.107,0.00024577
0.5886,7.6442,0.0010911
0.67047,6.5176,0.00047271
0.56296,6.949,0.0013519
0.69168,21.816,0.00022919
0.6012,9.4605,0.001059
0.73859,9.2858,0.00042627
0.6067,6.3794,0.0012517
0.67424,10.989,0.00035311
0.55993,6.8463,0.001205
0.65872,17.325,0.00030209
0.75786,12.818,0.00099218
0.82364,22.082,0.00018844
0.58861,8.7264,0.0011707
0.69896,15.74,0.00029763
0.68987,9.5049,0.0012001
0.66793,20.143,0.00039155
0.58693,12.38,0.00099181
0.47549,6.7054,0.00074397
0.44137,4.6455,0.0017915
0.59307,8.6319,0.00063213
0.55576,8.8867,0.0012221
0.67034,20.004,0.0004742
0.55965,10.147,0.0011226
0.71222,24.039,0.00028934
0.68141,13.084,0.00087255
0.80998,26.55,0.00030734
0.76696,16.862,0.00092246
0.62136,10.118,0.00078595
0.69338,13.445,0.0013785
0.56243,10.643,0.00039724
0.43084,5.6826,0.0012911
0.70504,5.04,0.00057844
0.51725,6.7522,0.0015641
0.44681,4.0104,0.00056333
0.35515,3.6627,0.0018984
0.552,5.7162,0.00075331
0.39254,5.3964,0.0016011
0.675,15.607,0.00042491
0.58146,8.7168,0.0011557
0.73245,18.855,0.00022746
0.65607,9.1962,0.00099686
0.76896,14.588,0.00036868
0.59052,9.4038,0.0012586
0.7472,16.352,0.00033402
0.64201,8.6356,0.0010328
0.59869,12.046,0.00073976
0.64312,14.352,0.0012399
0.65322,10.326,0.00048869
0.65477,11.48,0.0010182
0.76905,27.828,0.0003072
0.6532,14.377,0.0010578
0.72243,21.633,0.00026626
0.5547,11.378,0.0010597
0.66129,4.7165,0.00059805
0.63563,8.2657,0.0012774
0.59323,6.4815,0.00043066
0.54868,6.6819,0.0013167
0.70211,7.2196,0.00066396
0.51425,6.0599,0.0012771
0.67491,15.262,0.00039221
0.56499,12.79,0.001115
0.66849,8.037,0.00050444
0.62125,8.0162,0.0011611
0.70348,16.964,0.00043421
0.53942,8.5947,0.0011938
0.77937,7.351,0.0003604
0.28866,2.9608,0.0019111
0.63675,16.465,0.00021682
0.64886,15.81,0.0011399
0.63806,10.715,0.00053852
0.64451,10.037,0.0012176
0.65019,11.525,0.00025988
0.58449,9.0415,0.0011538
0.60057,5.6412,0.00077829
0.48194,5.8163,0.0017361
0.40231,5.3217,0.0013887
0.37897,4.8658,0.0021094
0.58321,10.603,0.00060424
0.49551,8.3684,0.0014876
0.88087,30.839,0.00021197
0.66153,11.909,0.0011329
0.74616,14.468,0.00032829
0.58001,8.0906,0.0011608
0.61262,9.0785,0.00046791
0.59883,10.048,0.0011378
0.65818,6.6937,0.00066285
0.60554,6.296,0.0015322
0.72735,8.9579,0.00055927
0.60672,8.0141,0.0012105
0.76476,11.077,0.00025414
0.57938,8.3262,0.0012148
0.57003,7.8638,0.00036471
0.49305,4.8586,0.001533
0.75361,19.697,0.00038058
0.65246,12.893,0.0010784
0.73645,8.4435,0.00063505
0.58361,7.1259,0.0015554
0.63674,6.314,0.00057715
0.68164,8.6252,0.0012201
0.71338,11.171,0.00044686
0.46262,6.805,0.0013386
0.71214,10.553,0.00055096
0.45531,6.7797,0.0012481
0.70747,10.064,0.00038268
0.60042,8.7569,0.0011941
0.66842,10.7,0.00063338
0.54403,5.7131,0.0014839
0.66024,28.721,0.0003322
0.43959,9.6022,0.0012255
0.57724,6.3438,0.00047631
0.49152,7.4858,0.0012572
0.46325,4.0782,0.0005713
0.46958,5.1016,0.0011958
0.6298,13.927,0.0003995
0.51011,8.6518,0.0012722
0.53899,24.534,0.00039371
0.48111,6.4615,0.0014803
0.61732,20.378,0.00037817
0.57572,15.2,0.0013421
0.75968,17.439,0.00033963
0.58514,9.4097,0.0011367
0.79402,20.012,0.00026247
0.605,11.477,0.0010436
0.68833,12.438,0.00089268
0.20253,4.6434,0.0019885
0.78304,18.316,0.00017717
0.60051,8.8646,0.0011121
0.78354,17.257,0.00031523
0.58961,11.206,0.0011366
0.71473,10.967,0.0003955
0.67354,11.127,0.0012587
0.83524,27.589,0.00019811
0.73072,14.737,0.00091601
0.71843,33.134,0.00058068
0.76299,21.575,0.00092407
0.68154,17.069,0.00037325
0.44038,8.5823,0.0012478
0.79044,18.635,0.00036557
0.64379,11.813,0.0010613
0.79205,27.972,0.00024694
0.65039,10.894,0.0011019
0.7056,15.441,0.000404
0.53611,7.7595,0.0012481
0.5598,6.2862,0.00067588
0.49195,5.7551,0.0014104
0.62355,6.7897,0.00064024
0.32613,4.5736,0.0017839
0.63448,12.783,0.00050896
0.57254,10.638,0.0013145
0.73057,14.134,0.00057762
0.30421,4.3942,0.0017898
0.66406,11.736,0.00035116
0.27615,4.6369,0.0017558
0.75175,26.949,0.00021877
0.70341,10.973,0.0010587
0.71088,16.323,0.00043275
0.48053,9.0758,0.0015723
0.67298,7.3927,0.00044027
0.55575,10.483,0.001313
0.68345,11.19,0.000425
0.58875,8.6822,0.0011069
0.4779,12.747,0.00037743
0.57488,7.558,0.0013901
0.41778,10.388,0.00058721
0.29057,3.9055,0.0018101
0.72502,13.534,0.00035006
0.49046,8.0377,0.0012484
0.75511,14.697,0.00041455
0.51652,7.9431,0.0012983
0.72679,22.513,0.0002447
0.58636,9.41,0.0011514
0.58934,18.487,0.00060468
0.46226,13.552,0.0014104
0.66073,7.264,0.00090887
0.54983,8.1755,0.0015193
0.50752,13.428,0.00087024
0.48313,5.353,0.0015275
0.59448,5.743,0.00068159
0.48857,4.7428,0.0016505
0.7182,16.219,0.0002296
0.61287,10.453,0.0012191
0.68113,8.8628,0.00066033
0.58882,7.4908,0.0014808
0.68357,7.6811,0.00034485
0.57384,8.2319,0.0011553
0.39232,6.4125,0.0009237
0.35392,6.1396,0.0017607
0.67034,2.0021,0.00055651
0.52869,4.2697,0.0018651
0.6468,7.737,0.00049824
0.41438,4.4883,0.0014858
0.86719,21.858,0.00013397
0.4463,4.0702,0.0013708
0.47418,8.7781,0.00074088
0.4897,6.0842,0.0016531
0.7019,20.314,0.00028743
0.64472,9.4724,0.0012156
0.7545,16.963,0.0001844
0.59875,7.7956,0.00076307
0.58958,14.534,0.0002531
0.46622,5.908,0.0013588
0.44731,14.805,0.00052133
0.38467,8.4447,0.0012497
0.74312,17.849,0.00030919
0.55209,13.688,0.0010156
0.43537,10.815,0.0005396
0.37516,6.2143,0.0014414
0.48427,9.057,0.00064054
0.2745,6.1531,0.0019514
0.58779,14.945,0.0003829
0.48544,7.0826,0.0012989
0.65426,18.559,0.00054264
0.59418,9.6968,0.0011738
0.60863,12.964,0.00051388
0.402,9.309,0.0013661
0.77061,16.647,0.00030906
0.67487,10.75,0.0011222
0.6597,7.4692,0.00053551
0.68279,9.2075,0.0012077
0.58551,7.1885,0.00051233
0.62071,8.9761,0.0011941
0.63753,6.9784,0.00037607
0.43057,5.0438,0.0014941
0.69513,18.138,0.00034498
0.4828,7.5477,0.0013197
0.69396,13.391,0.00040261
0.65147,10.928,0.0010545
0.7661,18.88,0.00019548
0.55171,10.856,0.0010239
0.66182,8.5689,0.0006143
0.60672,8.4195,0.0013199
0.67962,9.2022,0.00060068
0.54511,6.4637,0.0014278
0.5535,5.8374,0.00060803
0.52251,6.4755,0.001559
0.71216,12.248,0.00037697
0.64873,8.3463,0.0013589
0.76383,13.918,0.00032839
0.55407,10.617,0.0012414
0.49571,11.154,0.00065632
0.28191,5.4161,0.0017788
0.77106,19.269,0.00031068
0.57602,11.76,0.0010252
0.67362,17.712,0.0005627
0.45032,9.4926,0.0013399
0.72485,10.575,0.00043395
0.55837,10.038,0.0010455
0.73238,10.857,0.00025964
0.72461,11.969,0.00098109
0.586,7.0339,0.00045077
0.36614,4.899,0.0016229
0.6962,14.432,0.00035757
0.6368,9.9311,0.0013149
0.61077,19.181,0.00024066
0.55374,11.265,0.001033
0.77649,15.783,0.00035075
0.42221,7.8058,0.0012265
0.62645,14.913,0.00044389
0.57914,9.7976,0.0013392
0.51016,9.3992,0.00067138
0.4786,9.9508,0.0010849
0.63543,6.9448,0.00065969
0.56975,6.5486,0.0012526
0.56418,11.189,0.00050405
0.49773,12.724,0.0010085
0.631,11.843,0.00074079
0.54445,8.9842,0.0012652
0.67525,7.5701,0.00060903
0.34362,4.062,0.0019688
0.67486,13.451,0.00051072
0.56953,11.781,0.001147
0.58185,9.201,0.00093193
0.58474,11.569,0.0012262
0.51821,15.251,0.00035085
0.45009,9.9385,0.0012964
0.63261,6.7907,0.00064256
0.52515,5.8446,0.0013349
0.33468,3.1446,0.0013409
0.27707,3.3026,0.0019699
0.65306,8.2223,0.00036857
0.60668,9.6219,0.0011114
0.36852,3.7246,0.00060637
0.20659,3.5447,0.0019084
0.66671,8.9979,0.00058099
0.42716,7.5649,0.0013393
0.44652,2.6763,0.00085969
0.28389,2.665,0.0019711
0.69238,17.235,0.00058398
0.64769,11.577,0.0010061
0.66961,12.284,0.00037319
0.56594,11.238,0.00096149
0.50492,9.3719,0.00093548
0.41206,5.1651,0.0014784
0.60495,12.289,0.00054695
0.57071,11.665,0.001139
0.64216,5.807,0.00073158
0.53625,7.5241,0.0016914
0.53896,9.2115,0.00067418
0.59472,10.553,0.0011277
0.58004,6.5343,0.00069857
0.57439,9.4255,0.0013042
0.66985,10.361,0.00049878
0.6241,10.539,0.001332
0.5289,2.4167,0.0012106
0.32688,2.9998,0.0022431
