,mooney,solution,labelsEn,labelsNl
315,img/tt/316tt.jpg,img/gs/316gs.jpg,"bath, tub, bathtub, woman, girl",
316,img/tt/317tt.jpg,img/gs/317gs.jpg,"pie, cake, birthday cake",
317,img/tt/318tt.jpg,img/gs/318gs.jpg,"car, automobile, seat, steering wheel",
318,img/tt/319tt.jpg,img/gs/319gs.jpg,"donkeys, horses",
319,img/tt/320tt.jpg,img/gs/320gs.jpg,strawberry,
320,img/tt/321tt.jpg,img/gs/321gs.jpg,"crocodile, croc, caiman, alligator",
321,img/tt/322tt.jpg,img/gs/322gs.jpg,"hat, cowboy, cowboy hat, stetson",
322,img/tt/323tt.jpg,img/gs/323gs.jpg,"buddha, statue",
323,img/tt/324tt.jpg,img/gs/324gs.jpg,"mushroom, fungi",
324,img/tt/325tt.jpg,img/gs/325gs.jpg,"lightning, bolt, firebolt, storm, thunderstorm",
325,img/tt/326tt.jpg,img/gs/326gs.jpg,"guitar, electric",
326,img/tt/327tt.jpg,img/gs/327gs.jpg,"frog, toad, bullfrog",
327,img/tt/328tt.jpg,img/gs/328gs.jpg,"ape, monkey, chimpanzee, chimp, bonobo",
328,img/tt/329tt.jpg,img/gs/329gs.jpg,"squid, tentacles, octopus",
329,img/tt/330tt.jpg,img/gs/330gs.jpg,"panda, bear, panda bear",
330,img/tt/331tt.jpg,img/gs/331gs.jpg,"ape, monkey, gorilla",
331,img/tt/332tt.jpg,img/gs/332gs.jpg,"iguana, iguanadon, lizard",
332,img/tt/333tt.jpg,img/gs/333gs.jpg,"bird, hummingbird",
333,img/tt/334tt.jpg,img/gs/334gs.jpg,"orca, whale, killer whale, dolphin",
334,img/tt/335tt.jpg,img/gs/335gs.jpg,"bee, wasp, hornet",
335,img/tt/336tt.jpg,img/gs/336gs.jpg,"bug, insect",
336,img/tt/337tt.jpg,img/gs/337gs.jpg,"retriever, dog, golden retriever, labrador, hound",
337,img/tt/338tt.jpg,img/gs/338gs.jpg,donkey,
338,img/tt/339tt.jpg,img/gs/339gs.jpg,watch,
339,img/tt/340tt.jpg,img/gs/340gs.jpg,bulldozer,
340,img/tt/341tt.jpg,img/gs/341gs.jpg,"squid, tentacles, octopus",
341,img/tt/342tt.jpg,img/gs/342gs.jpg,"crab, crab fish, lobster, crayfish, crustacean, crawfish",
342,img/tt/343tt.jpg,img/gs/343gs.jpg,"frog, toad, bullfrog",
343,img/tt/344tt.jpg,img/gs/344gs.jpg,"tank, armoured vehicle",
344,img/tt/345tt.jpg,img/gs/345gs.jpg,"emu, ostrich, bird, turkey, ibis",
345,img/tt/346tt.jpg,img/gs/346gs.jpg,"goat, buck",
346,img/tt/347tt.jpg,img/gs/347gs.jpg,"cannon, artillery, mortar, battery, gunnery, weapon",
347,img/tt/348tt.jpg,img/gs/348gs.jpg,"canoe, kayak, boat, river, kayaker",
348,img/tt/349tt.jpg,img/gs/349gs.jpg,"jaguar, leopard, puma, cheetah, tiger, panther, lynx, cougar",
349,img/tt/350tt.jpg,img/gs/350gs.jpg,"squid, tentacles, octopus",
350,img/tt/351tt.jpg,img/gs/351gs.jpg,bananas,
351,img/tt/352tt.jpg,img/gs/352gs.jpg,"ape, monkey, chimpanzee, chimp, bonobo",
352,img/tt/353tt.jpg,img/gs/353gs.jpg,penguins,
353,img/tt/354tt.jpg,img/gs/354gs.jpg,elephant,
354,img/tt/355tt.jpg,img/gs/355gs.jpg,"gun, rifle, revolver, firearm, weapon, six-shooter, pistol, handgun",
355,img/tt/356tt.jpg,img/gs/356gs.jpg,"snail, slug",
356,img/tt/357tt.jpg,img/gs/357gs.jpg,hedgehog,
357,img/tt/358tt.jpg,img/gs/358gs.jpg,"camel, dromedary",
358,img/tt/359tt.jpg,img/gs/359gs.jpg,pyramid,
359,img/tt/360tt.jpg,img/gs/360gs.jpg,"bear, brown bear, grizzly",
360,img/tt/361tt.jpg,img/gs/361gs.jpg,"flamingo, flamingos",
361,img/tt/362tt.jpg,img/gs/362gs.jpg,"flower, lily, lilyflower",
362,img/tt/363tt.jpg,img/gs/363gs.jpg,"kangaroo, wallaby, wallaroo",
363,img/tt/364tt.jpg,img/gs/364gs.jpg,okapi,
364,img/tt/365tt.jpg,img/gs/365gs.jpg,"flamingo, flamingos",
365,img/tt/366tt.jpg,img/gs/366gs.jpg,"ape, monkey, gorilla",
366,img/tt/367tt.jpg,img/gs/367gs.jpg,"tuba, trumpet, brass, trombone, sousaphone, contrabass bugles, bugles, horn, french horn, euphonium, tenor horn, baritone horn",
367,img/tt/368tt.jpg,img/gs/368gs.jpg,"saddle, horse, horse saddle, leather",
368,img/tt/369tt.jpg,img/gs/369gs.jpg,"panda, bear, panda bear",
369,img/tt/370tt.jpg,img/gs/370gs.jpg,penguin,
370,img/tt/371tt.jpg,img/gs/371gs.jpg,cactus,
371,img/tt/372tt.jpg,img/gs/372gs.jpg,"tuba, trumpet, brass, trombone, sousaphone, contrabass bugles, bugles, horn, french horn, euphonium, tenor horn, baritone horn",
372,img/tt/373tt.jpg,img/gs/373gs.jpg,"frog, toad, bullfrog",
373,img/tt/374tt.jpg,img/gs/374gs.jpg,"ape, monkey, gorilla",
374,img/tt/375tt.jpg,img/gs/375gs.jpg,camera,
375,img/tt/376tt.jpg,img/gs/376gs.jpg,"mug, coffee cup, cup, tea cup",
376,img/tt/377tt.jpg,img/gs/377gs.jpg,"flower, lily, lilyflower",
377,img/tt/378tt.jpg,img/gs/378gs.jpg,"jaguar, leopard, puma, cheetah, tiger, panther, lynx, cougar",
378,img/tt/379tt.jpg,img/gs/379gs.jpg,"crab, crab fish, lobster, crayfish, crustacean, crawfish",
379,img/tt/380tt.jpg,img/gs/380gs.jpg,"billiards, snooker, cue sports, pool",
380,img/tt/381tt.jpg,img/gs/381gs.jpg,"camel, dromedary",
381,img/tt/382tt.jpg,img/gs/382gs.jpg,"teapot, kettle, pot",
382,img/tt/383tt.jpg,img/gs/383gs.jpg,"squirrel, chipmunk, marmot",
383,img/tt/384tt.jpg,img/gs/384gs.jpg,"snake, python, mamba, cobra, serpent, adder",
384,img/tt/385tt.jpg,img/gs/385gs.jpg,"crocodile, croc, caiman, alligator",
385,img/tt/386tt.jpg,img/gs/386gs.jpg,"gerenuk, gazelle, giraffe gazelle, antelope, deer",
386,img/tt/387tt.jpg,img/gs/387gs.jpg,"billiards, snooker, cue sports, pool",
387,img/tt/388tt.jpg,img/gs/388gs.jpg,"frog, toad, bullfrog",
388,img/tt/389tt.jpg,img/gs/389gs.jpg,"waterfall, river, cascade, stream",
389,img/tt/390tt.jpg,img/gs/390gs.jpg,"horse, jockey, horserider",
390,img/tt/391tt.jpg,img/gs/391gs.jpg,"basketball, ring, basket, hoop, backboard",
391,img/tt/392tt.jpg,img/gs/392gs.jpg,"cannon, artillery, mortar, battery, gunnery, weapon",
392,img/tt/393tt.jpg,img/gs/393gs.jpg,"fish, trout, tuna, herring, cod, carp",
393,img/tt/394tt.jpg,img/gs/394gs.jpg,seahorse,
394,img/tt/395tt.jpg,img/gs/395gs.jpg,"orca, whale, killer whale, dolphin",
395,img/tt/396tt.jpg,img/gs/396gs.jpg,"ape, monkey, chimpanzee, chimp, bonobo, gorilla",
396,img/tt/397tt.jpg,img/gs/397gs.jpg,"ibis, bird",
397,img/tt/398tt.jpg,img/gs/398gs.jpg,"dog, greyhound, hound",
398,img/tt/399tt.jpg,img/gs/399gs.jpg,"gun, rifle, revolver, firearm, weapon, six-shooter, pistol, handgun",
399,img/tt/400tt.jpg,img/gs/400gs.jpg,"knifes, kitchen",
400,img/tt/401tt.jpg,img/gs/401gs.jpg,"guitar, electric",
401,img/tt/402tt.jpg,img/gs/402gs.jpg,"buddha, statue",
402,img/tt/403tt.jpg,img/gs/403gs.jpg,butterfly,
403,img/tt/404tt.jpg,img/gs/404gs.jpg,"camel, dromedary",
404,img/tt/405tt.jpg,img/gs/405gs.jpg,"bear, koala, koala bear",
405,img/tt/406tt.jpg,img/gs/406gs.jpg,bat,
406,img/tt/407tt.jpg,img/gs/407gs.jpg,penguins,
407,img/tt/408tt.jpg,img/gs/408gs.jpg,"gun, rifle, revolver, firearm, weapon, six-shooter, pistol, handgun",
408,img/tt/409tt.jpg,img/gs/409gs.jpg,"teapot, kettle, pot",
409,img/tt/410tt.jpg,img/gs/410gs.jpg,owl,
410,img/tt/411tt.jpg,img/gs/411gs.jpg,"dog, hound",
411,img/tt/412tt.jpg,img/gs/412gs.jpg,binoculars,
412,img/tt/413tt.jpg,img/gs/413gs.jpg,scorpion,
413,img/tt/414tt.jpg,img/gs/414gs.jpg,"jaguar, leopard, puma, cheetah, tiger, panther, lynx, cougar",
414,img/tt/415tt.jpg,img/gs/415gs.jpg,"guitar, electric",
415,img/tt/416tt.jpg,img/gs/416gs.jpg,ostrich,
416,img/tt/417tt.jpg,img/gs/417gs.jpg,"crab, crab fish, lobster, crayfish, crustacean, crawfish",
417,img/tt/418tt.jpg,img/gs/418gs.jpg,"tomato, tomatoes",
418,img/tt/419tt.jpg,img/gs/419gs.jpg,"raccoon, racoon, bear",
419,img/tt/420tt.jpg,img/gs/420gs.jpg,"Dog, hound",
420,img/tt/421tt.jpg,img/gs/421gs.jpg,"hawksbill, tortoise, turtle, sea turtle",
421,img/tt/422tt.jpg,img/gs/422gs.jpg,anchor,
422,img/tt/423tt.jpg,img/gs/423gs.jpg,"raccoon, racoon, bear",
423,img/tt/424tt.jpg,img/gs/424gs.jpg,bat,
424,img/tt/425tt.jpg,img/gs/425gs.jpg,"duck, goose, fowl, swan",
425,img/tt/426tt.jpg,img/gs/426gs.jpg,"owl, owls",
426,img/tt/427tt.jpg,img/gs/427gs.jpg,"canoe, kayak, boat, river",
427,img/tt/428tt.jpg,img/gs/428gs.jpg,"dragonfly, insect",
428,img/tt/429tt.jpg,img/gs/429gs.jpg,"backback, bag",
429,img/tt/430tt.jpg,img/gs/430gs.jpg,"reindeer, deer, moose, elk, wapiti, muntjac, chital, antler",
430,img/tt/431tt.jpg,img/gs/431gs.jpg,scorpion,
431,img/tt/432tt.jpg,img/gs/432gs.jpg,butterfly,
432,img/tt/433tt.jpg,img/gs/433gs.jpg,penguin,
433,img/tt/434tt.jpg,img/gs/434gs.jpg,"ewer, can, jug, pitcher, vessel, urn, carafe, decanter, bottle",
434,img/tt/435tt.jpg,img/gs/435gs.jpg,"billiards, snooker, cue sports, pool",
435,img/tt/436tt.jpg,img/gs/436gs.jpg,"iguana, iguanadon, lizard",
436,img/tt/437tt.jpg,img/gs/437gs.jpg,elephant,
437,img/tt/438tt.jpg,img/gs/438gs.jpg,"snake, python, mamba, cobra, serpent",
438,img/tt/439tt.jpg,img/gs/439gs.jpg,"basketball, ring, basket, hoop, backboard",
439,img/tt/440tt.jpg,img/gs/440gs.jpg,"camel, dromedary",
440,img/tt/441tt.jpg,img/gs/441gs.jpg,"flamingo, flamingos, duck, swan",
441,img/tt/442tt.jpg,img/gs/442gs.jpg,cactus,
442,img/tt/443tt.jpg,img/gs/443gs.jpg,"plane, aeroplane, airbus, aircraft, airliner, airship, cessna, sports plane, jet, jetplane",
443,img/tt/444tt.jpg,img/gs/444gs.jpg,"frog, toad, bullfrog",
444,img/tt/445tt.jpg,img/gs/445gs.jpg,"buddha, statue",
445,img/tt/446tt.jpg,img/gs/446gs.jpg,"headphone, earphone, ear, keyboard, keys",
446,img/tt/447tt.jpg,img/gs/447gs.jpg,ostrich,
447,img/tt/448tt.jpg,img/gs/448gs.jpg,"grashopper, cricket, locust, mantis, praying mantis",
448,img/tt/449tt.jpg,img/gs/449gs.jpg,"chopper, helicopter",
449,img/tt/450tt.jpg,img/gs/450gs.jpg,"gramophone, phonograph, record player",
450,img/tt/451tt.jpg,img/gs/451gs.jpg,"panda, bear, panda bear",
451,img/tt/452tt.jpg,img/gs/452gs.jpg,"girl, woman, human, child",
452,img/tt/453tt.jpg,img/gs/453gs.jpg,"car, automobile",
453,img/tt/454tt.jpg,img/gs/454gs.jpg,"crab, crab fish, lobster, crayfish, crustacean, crawfish",
454,img/tt/455tt.jpg,img/gs/455gs.jpg,"flower, hibiscus",
455,img/tt/456tt.jpg,img/gs/456gs.jpg,"bear, arctic bear, polar bear",
456,img/tt/457tt.jpg,img/gs/457gs.jpg,penguin,
457,img/tt/458tt.jpg,img/gs/458gs.jpg,wheelbarrow,
458,img/tt/459tt.jpg,img/gs/459gs.jpg,"raccoon, racoon, bear",
459,img/tt/460tt.jpg,img/gs/460gs.jpg,"pocket knife, knife",
460,img/tt/461tt.jpg,img/gs/461gs.jpg,"spider, tarantula",
461,img/tt/462tt.jpg,img/gs/462gs.jpg,"centipede, millipede",
462,img/tt/463tt.jpg,img/gs/463gs.jpg,"hawksbill, tortoise, turtle, sea turtle",
463,img/tt/464tt.jpg,img/gs/464gs.jpg,"bear, arctic bear, polar bear",
464,img/tt/465tt.jpg,img/gs/465gs.jpg,butterfly,
465,img/tt/466tt.jpg,img/gs/466gs.jpg,"skier, skiing, ski",
466,img/tt/467tt.jpg,img/gs/467gs.jpg,"duck, goose, fowl, swan, emu, ostrich, bird, turkey, ibis",
467,img/tt/468tt.jpg,img/gs/468gs.jpg,"violin, cello",
468,img/tt/469tt.jpg,img/gs/469gs.jpg,elephant,
469,img/tt/470tt.jpg,img/gs/470gs.jpg,"duck, goose, fowl, swan",
470,img/tt/471tt.jpg,img/gs/471gs.jpg,"ewer, can, jug, pitcher, vessel, urn",
471,img/tt/472tt.jpg,img/gs/472gs.jpg,"hawksbill, tortoise, turtle, sea turtle",
472,img/tt/473tt.jpg,img/gs/473gs.jpg,camera,
473,img/tt/474tt.jpg,img/gs/474gs.jpg,butterfly,
474,img/tt/475tt.jpg,img/gs/475gs.jpg,"headphone, earphone, ear",
475,img/tt/476tt.jpg,img/gs/476gs.jpg,scorpion,
476,img/tt/477tt.jpg,img/gs/477gs.jpg,"fish, goldfish, bowl",
477,img/tt/478tt.jpg,img/gs/478gs.jpg,"buddha, statue",
478,img/tt/479tt.jpg,img/gs/479gs.jpg,"canoe, kayak, boat, river",
479,img/tt/480tt.jpg,img/gs/480gs.jpg,"ladybug, lady beetle, ladybird",
480,img/tt/481tt.jpg,img/gs/481gs.jpg,"dog, dogs, hound",
481,img/tt/482tt.jpg,img/gs/482gs.jpg,"bonsai, tree",
482,img/tt/483tt.jpg,img/gs/483gs.jpg,"frog, toad, bullfrog",
483,img/tt/484tt.jpg,img/gs/484gs.jpg,"guitar, electric",
484,img/tt/485tt.jpg,img/gs/485gs.jpg,"car, automobile",
485,img/tt/486tt.jpg,img/gs/486gs.jpg,"chipmunk, squirrel",
486,img/tt/487tt.jpg,img/gs/487gs.jpg,"dog, greyhound, hound",
487,img/tt/488tt.jpg,img/gs/488gs.jpg,dragonfly,
488,img/tt/489tt.jpg,img/gs/489gs.jpg,"bear, brown bear, grizzly",
489,img/tt/490tt.jpg,img/gs/490gs.jpg,"mandolin, guitar",
490,img/tt/491tt.jpg,img/gs/491gs.jpg,orange,
491,img/tt/492tt.jpg,img/gs/492gs.jpg,"jaguar, leopard, puma, cheetah, tiger, panther, lynx, cougar",
492,img/tt/493tt.jpg,img/gs/493gs.jpg,bat,
493,img/tt/494tt.jpg,img/gs/494gs.jpg,penguin,
494,img/tt/495tt.jpg,img/gs/495gs.jpg,elephant,
495,img/tt/496tt.jpg,img/gs/496gs.jpg,"dog, pug, puppy",
496,img/tt/497tt.jpg,img/gs/497gs.jpg,"stove, fire, cooking, plate",
497,img/tt/498tt.jpg,img/gs/498gs.jpg,"tuba, trumpet, brass, trombone, sousaphone, contrabass bugles, bugles, horn, french horn, euphonium, tenor horn, baritone horn",
498,img/tt/499tt.jpg,img/gs/499gs.jpg,"jaguar, leopard, puma, cheetah, tiger, panther, lynx, cougar",
499,img/tt/500tt.jpg,img/gs/500gs.jpg,horse,
500,img/tt/501tt.jpg,img/gs/501gs.jpg,"boat, ship, bateau, yacht, tanker, cruise ship, cruise, ferry",
501,img/tt/502tt.jpg,img/gs/502gs.jpg,"rhinoceros, rhino, hippopotamus",
502,img/tt/503tt.jpg,img/gs/503gs.jpg,giraffe,
503,img/tt/504tt.jpg,img/gs/504gs.jpg,"cat, pussy, feline",
504,img/tt/505tt.jpg,img/gs/505gs.jpg,owl,
505,img/tt/506tt.jpg,img/gs/506gs.jpg,"centipede, millipede",
506,img/tt/507tt.jpg,img/gs/507gs.jpg,"woman, human, dancer, dancing, lady, superwoman",
507,img/tt/508tt.jpg,img/gs/508gs.jpg,butterfly,
508,img/tt/509tt.jpg,img/gs/509gs.jpg,okapi,
509,img/tt/510tt.jpg,img/gs/510gs.jpg,"flower, hibiscus",
510,img/tt/511tt.jpg,img/gs/511gs.jpg,"jellyfish, sea jelly",
511,img/tt/512tt.jpg,img/gs/512gs.jpg,"centipede, millipede",
512,img/tt/513tt.jpg,img/gs/513gs.jpg,"chair, seat, stool, rocking chair",
513,img/tt/514tt.jpg,img/gs/514gs.jpg,elephant,
514,img/tt/515tt.jpg,img/gs/515gs.jpg,"bird, sparrow",
515,img/tt/516tt.jpg,img/gs/516gs.jpg,"gun, rifle, shotgun, firearm, weapon",
516,img/tt/517tt.jpg,img/gs/517gs.jpg,"raccoon, racoon, bear",
517,img/tt/518tt.jpg,img/gs/518gs.jpg,"skateboard, skate, shoe",
518,img/tt/519tt.jpg,img/gs/519gs.jpg,"jaguar, leopard, puma, cheetah, tiger, panther, lynx, cougar",
519,img/tt/520tt.jpg,img/gs/520gs.jpg,"jaguar, leopard, puma, cheetah, tiger, panther, lynx, cougar",
520,img/tt/521tt.jpg,img/gs/521gs.jpg,"orca, whale, killer whale, dolphin",
521,img/tt/522tt.jpg,img/gs/522gs.jpg,"cat, pussy, feline",
522,img/tt/523tt.jpg,img/gs/523gs.jpg,"bear, brown bear, grizzly",
523,img/tt/524tt.jpg,img/gs/524gs.jpg,ostrich,
524,img/tt/525tt.jpg,img/gs/525gs.jpg,"chair, seat, stool",
525,img/tt/526tt.jpg,img/gs/526gs.jpg,"watermelon, melon",
526,img/tt/527tt.jpg,img/gs/527gs.jpg,"motorcycle, motor, motorbike, bike",
527,img/tt/528tt.jpg,img/gs/528gs.jpg,hedgehog,
528,img/tt/529tt.jpg,img/gs/529gs.jpg,"paperclips, gem clips, clips, paper fastener",
529,img/tt/530tt.jpg,img/gs/530gs.jpg,"kolibri, bird, hummingbird,",
530,img/tt/531tt.jpg,img/gs/531gs.jpg,sushi,
531,img/tt/532tt.jpg,img/gs/532gs.jpg,hamburger,
532,img/tt/533tt.jpg,img/gs/533gs.jpg,"pens, pen",
533,img/tt/534tt.jpg,img/gs/534gs.jpg,cactus,
534,img/tt/535tt.jpg,img/gs/535gs.jpg,"mandolin, guitar",
535,img/tt/536tt.jpg,img/gs/536gs.jpg,"duck, goose, fowl, swan",
536,img/tt/537tt.jpg,img/gs/537gs.jpg,anchor,
537,img/tt/538tt.jpg,img/gs/538gs.jpg,"car, automobile",
538,img/tt/539tt.jpg,img/gs/539gs.jpg,"orca, whale, killer whale, dolphin",
539,img/tt/540tt.jpg,img/gs/540gs.jpg,"man, farmer, field, worker, planting, sowing",
540,img/tt/541tt.jpg,img/gs/541gs.jpg,"bird, sparrow",
541,img/tt/542tt.jpg,img/gs/542gs.jpg,"fish, trout, tuna, herring, cod, carp, coi, coi carp, coi fish",
542,img/tt/543tt.jpg,img/gs/543gs.jpg,"lily, lily flower, flower",
543,img/tt/544tt.jpg,img/gs/544gs.jpg,elephant,
544,img/tt/545tt.jpg,img/gs/545gs.jpg,wheelbarrow,
545,img/tt/546tt.jpg,img/gs/546gs.jpg,wheelchair,
546,img/tt/547tt.jpg,img/gs/547gs.jpg,"headphone, earphone, ear",
547,img/tt/548tt.jpg,img/gs/548gs.jpg,"dog, dalmatian, dalmatian dog",
548,img/tt/549tt.jpg,img/gs/549gs.jpg,"grashopper, cricket, locust, mantis, praying mantis",
549,img/tt/550tt.jpg,img/gs/550gs.jpg,mussels,
550,img/tt/551tt.jpg,img/gs/551gs.jpg,"centipede, millipede",
551,img/tt/552tt.jpg,img/gs/552gs.jpg,"skunk, badger, stink",
552,img/tt/553tt.jpg,img/gs/553gs.jpg,"snake, python, mamba, cobra, serpent",
553,img/tt/554tt.jpg,img/gs/554gs.jpg,"boat, ship, sailboat, sails, schooner, skiff, bateau, yacht",
554,img/tt/555tt.jpg,img/gs/555gs.jpg,okapi,
555,img/tt/556tt.jpg,img/gs/556gs.jpg,"frog, toad, bullfrog",
556,img/tt/557tt.jpg,img/gs/557gs.jpg,"brain, brains, cerebrum",
557,img/tt/558tt.jpg,img/gs/558gs.jpg,"flamingo, flamingos",
558,img/tt/559tt.jpg,img/gs/559gs.jpg,"sewing machine, sewing, stitching machine, stitcher, sewer",
559,img/tt/560tt.jpg,img/gs/560gs.jpg,"flower, sunflower",
560,img/tt/561tt.jpg,img/gs/561gs.jpg,"cock, chicken",
561,img/tt/562tt.jpg,img/gs/562gs.jpg,"pepper, paprika",
562,img/tt/563tt.jpg,img/gs/563gs.jpg,ostrich,
563,img/tt/564tt.jpg,img/gs/564gs.jpg,"plane, aeroplane, airbus, aircraft, airliner, airship, cessna, sports plane, jet, jetplane",
564,img/tt/565tt.jpg,img/gs/565gs.jpg,"cards, playing cards",
565,img/tt/566tt.jpg,img/gs/566gs.jpg,"dog, dalmatian, dalmatian dog",
566,img/tt/567tt.jpg,img/gs/567gs.jpg,toaster,
567,img/tt/568tt.jpg,img/gs/568gs.jpg,"piano, grand piano, keyboard",
568,img/tt/569tt.jpg,img/gs/569gs.jpg,"basketball, ring, basket, hoop, backboard",
569,img/tt/570tt.jpg,img/gs/570gs.jpg,"panda, bear, panda bear",
570,img/tt/571tt.jpg,img/gs/571gs.jpg,"buddha, statue",
571,img/tt/572tt.jpg,img/gs/572gs.jpg,"jaguar, leopard, puma, cheetah, tiger, panther, lynx, cougar",
572,img/tt/573tt.jpg,img/gs/573gs.jpg,"rabbit, hare",
573,img/tt/574tt.jpg,img/gs/574gs.jpg,"basketball, ring, basket, hoop, backboard",
574,img/tt/575tt.jpg,img/gs/575gs.jpg,"kangaroo, wallaby, wallaroo",
575,img/tt/576tt.jpg,img/gs/576gs.jpg,"tick, spider",
576,img/tt/577tt.jpg,img/gs/577gs.jpg,dragonfly,
577,img/tt/578tt.jpg,img/gs/578gs.jpg,"furn, furns, plant, furn plant",
578,img/tt/579tt.jpg,img/gs/579gs.jpg,"tipi, teepee, wigwam, tent, indian tent",
579,img/tt/580tt.jpg,img/gs/580gs.jpg,"raccoon, racoon, bear",
580,img/tt/581tt.jpg,img/gs/581gs.jpg,"socks, stockings",
581,img/tt/582tt.jpg,img/gs/582gs.jpg,"goat, buck",
582,img/tt/583tt.jpg,img/gs/583gs.jpg,"grashopper, cricket, locust, mantis, praying mantis",
583,img/tt/584tt.jpg,img/gs/584gs.jpg,"pliers, stripping tool, pincer, tool",
584,img/tt/585tt.jpg,img/gs/585gs.jpg,"canoe, kayak, boat, river",
585,img/tt/586tt.jpg,img/gs/586gs.jpg,dragonfly,
586,img/tt/587tt.jpg,img/gs/587gs.jpg,penguin,
587,img/tt/588tt.jpg,img/gs/588gs.jpg,"duck, goose, fowl, swan, ibis",
588,img/tt/589tt.jpg,img/gs/589gs.jpg,"rhinoceros, rhino, hippopotamus",
589,img/tt/590tt.jpg,img/gs/590gs.jpg,"cannon, artillery, mortar, battery, gunnery, weapon",
590,img/tt/591tt.jpg,img/gs/591gs.jpg,camera,
591,img/tt/592tt.jpg,img/gs/592gs.jpg,"ostrich, emu",
592,img/tt/593tt.jpg,img/gs/593gs.jpg,"billiards, snooker, cue sports, pool",
593,img/tt/594tt.jpg,img/gs/594gs.jpg,"mushroom, fungi",
594,img/tt/595tt.jpg,img/gs/595gs.jpg,"bear, brown bear, grizzly",
595,img/tt/596tt.jpg,img/gs/596gs.jpg,penguin,
596,img/tt/597tt.jpg,img/gs/597gs.jpg,"iguana, iguanadon, lizard",
597,img/tt/598tt.jpg,img/gs/598gs.jpg,"snail, slug",
598,img/tt/599tt.jpg,img/gs/599gs.jpg,"owl, owls",
599,img/tt/600tt.jpg,img/gs/600gs.jpg,stapler,
600,img/tt/601tt.jpg,img/gs/601gs.jpg,"tipi, teepee, wigwam, tent, indian tent",
601,img/tt/602tt.jpg,img/gs/602gs.jpg,"snail, slug",
602,img/tt/603tt.jpg,img/gs/603gs.jpg,"cat, pussy, feline",
