	"mooney"	"i"	"mooneys"	"solution"	"labelsEn"	"labelsNl"	"broadcat"
157	"img/tt/1190tt.jpg"	569	"img/tt/1190tt.jpg"	"img/gs/1190gs.jpg"	"climbing, rock climbing, mountain climbing, climber, rock climber, mountain climber"	"bergbeklimmer, bergbeklimmen, klimmer, rotsklimmen"	"human"
158	"img/tt/1191tt.jpg"	570	"img/tt/1191tt.jpg"	"img/gs/1191gs.jpg"	"golf, golfers"	"golf, golfers"	"human"
159	"img/tt/1196tt.jpg"	575	"img/tt/1196tt.jpg"	"img/gs/1196gs.jpg"	"martial arts, fighting, karate"	"vechten, karate, gevechtssport "	"human"
160	"img/tt/1199tt.jpg"	578	"img/tt/1199tt.jpg"	"img/gs/1199gs.jpg"	"gymnast, gymnastics"	"gymnastiek, gymnaste, turnster"	"human"
161	"img/tt/1200tt.jpg"	579	"img/tt/1200tt.jpg"	"img/gs/1200gs.jpg"	"canoe, kayak, boat, river, kayakers, rowing, rowers"	"kayak, kano, boot, rivier, kayakers, roeiboot, roeiers"	"human"
162	"img/tt/1202tt.jpg"	581	"img/tt/1202tt.jpg"	"img/gs/1202gs.jpg"	"martial arts, fighting, flip, karate"	"vechten, karate, gevechtssport "	"human"
163	"img/tt/1205tt.jpg"	584	"img/tt/1205tt.jpg"	"img/gs/1205gs.jpg"	"martial arts, fighting, karate, kendo"	"vechten, karate, gevechtssport, kendo"	"human"
164	"img/tt/1211tt.jpg"	590	"img/tt/1211tt.jpg"	"img/gs/1211gs.jpg"	"golf, golfer"	"golf, golfer"	"human"
165	"img/tt/1217tt.jpg"	596	"img/tt/1217tt.jpg"	"img/gs/1217gs.jpg"	"football, american football, football players"	"american football, football"	"human"
166	"img/tt/1224tt.jpg"	603	"img/tt/1224tt.jpg"	"img/gs/1224gs.jpg"	"basketball, basketball player"	"basketbal, basketbalspeler, basket"	"human"
167	"img/tt/1226tt.jpg"	605	"img/tt/1226tt.jpg"	"img/gs/1226gs.jpg"	"rooster, chicken, fowl, roosters, chickens"	"kip, haan, kippen, hanen"	"animal"
168	"img/tt/1227tt.jpg"	606	"img/tt/1227tt.jpg"	"img/gs/1227gs.jpg"	"rooster, chicken, fowl, roosters, chickens"	"kip, haan, kippen, hanen"	"animal"
169	"img/tt/1228tt.jpg"	607	"img/tt/1228tt.jpg"	"img/gs/1228gs.jpg"	"rooster, chicken, fowl, roosters, chickens"	"kip, haan, kippen, hanen"	"animal"
170	"img/tt/1232tt.jpg"	611	"img/tt/1232tt.jpg"	"img/gs/1232gs.jpg"	"bird, pigeon, dove"	"duif, vogel"	"animal"
171	"img/tt/1234tt.jpg"	613	"img/tt/1234tt.jpg"	"img/gs/1234gs.jpg"	"duck, goose, fowl, swan"	"eend, gans, zwaan, kip"	"animal"
172	"img/tt/1235tt.jpg"	614	"img/tt/1235tt.jpg"	"img/gs/1235gs.jpg"	"duck, geese, fowl, swans"	"eenden, ganzen, zwanen, kippen"	"animal"
173	"img/tt/1236tt.jpg"	615	"img/tt/1236tt.jpg"	"img/gs/1236gs.jpg"	"duck, goose, fowl, swan"	"eend, gans, zwaan, kip"	"animal"
174	"img/tt/1237tt.jpg"	616	"img/tt/1237tt.jpg"	"img/gs/1237gs.jpg"	"duck, goose, fowl, swan"	"eend, gans, zwaan, kip"	"animal"
175	"img/tt/1239tt.jpg"	618	"img/tt/1239tt.jpg"	"img/gs/1239gs.jpg"	"dog, hound"	"hond, husky"	"animal"
176	"img/tt/1241tt.jpg"	620	"img/tt/1241tt.jpg"	"img/gs/1241gs.jpg"	"fox"	"vos"	"animal"
177	"img/tt/1242tt.jpg"	621	"img/tt/1242tt.jpg"	"img/gs/1242gs.jpg"	"fox"	"vos"	"animal"
178	"img/tt/1243tt.jpg"	622	"img/tt/1243tt.jpg"	"img/gs/1243gs.jpg"	"fox, cage"	"vos, kooi"	"animal"
179	"img/tt/1247tt.jpg"	626	"img/tt/1247tt.jpg"	"img/gs/1247gs.jpg"	"lion, puma, panther, lynx, cougar"	"jaguar, jachtluipaard, luipaard, poema, cheetah, tijger, leeuw, lynx, panter, katachtige"	"animal"
180	"img/tt/1250tt.jpg"	629	"img/tt/1250tt.jpg"	"img/gs/1250gs.jpg"	"bear, brown bear, grizzly, grizzly bear"	"beer, bruine beer, grizzly, grizzly beer"	"animal"
181	"img/tt/1251tt.jpg"	630	"img/tt/1251tt.jpg"	"img/gs/1251gs.jpg"	"bear, brown bear, grizzly, grizzly bear"	"beer, bruine beer, grizzly, grizzly beer"	"animal"
182	"img/tt/1254tt.jpg"	633	"img/tt/1254tt.jpg"	"img/gs/1254gs.jpg"	"rabbit, bunny, hare, rodent"	"konijn, haas, knaagdier"	"animal"
183	"img/tt/1255tt.jpg"	634	"img/tt/1255tt.jpg"	"img/gs/1255gs.jpg"	"rabbit, bunny, hare, rodent"	"konijn, haas, knaagdier"	"animal"
184	"img/tt/1260tt.jpg"	639	"img/tt/1260tt.jpg"	"img/gs/1260gs.jpg"	"mouse, rat, rodent"	"muis, rat, knaagdier"	"animal"
185	"img/tt/1261tt.jpg"	640	"img/tt/1261tt.jpg"	"img/gs/1261gs.jpg"	"mouse, rat, rodent, hamster"	"muis, rat, knaagdier, hamster"	"animal"
186	"img/tt/1262tt.jpg"	641	"img/tt/1262tt.jpg"	"img/gs/1262gs.jpg"	"mouse, rat, rodent, hamster"	"muis, rat, knaagdier, hamster, cavia"	"animal"
187	"img/tt/1268tt.jpg"	647	"img/tt/1268tt.jpg"	"img/gs/1268gs.jpg"	"squirrel, chipmunk, marmot"	"eekhoorn, marmot"	"animal"
188	"img/tt/1269tt.jpg"	648	"img/tt/1269tt.jpg"	"img/gs/1269gs.jpg"	"squirrel, chipmunk, marmot"	"eekhoorn, marmot"	"animal"
189	"img/tt/1270tt.jpg"	649	"img/tt/1270tt.jpg"	"img/gs/1270gs.jpg"	"squirrel, chipmunk, marmot"	"eekhoorn, marmot"	"animal"
190	"img/tt/1272tt.jpg"	651	"img/tt/1272tt.jpg"	"img/gs/1272gs.jpg"	"pig, hog, swine, cage"	"big, zwijn, everzwijn, varken, kooi, knobbelzwijn, wrattenzwijn"	"animal"
191	"img/tt/1275tt.jpg"	654	"img/tt/1275tt.jpg"	"img/gs/1275gs.jpg"	"pig, hog, swine"	"big, zwijn, varken, everzwijn, knobbelzwijn, wrattenzwijn"	"animal"
192	"img/tt/1276tt.jpg"	655	"img/tt/1276tt.jpg"	"img/gs/1276gs.jpg"	"pig, hog, warthog, swine"	"big, zwijn, varken, everzwijn, knobbelzwijn, wrattenzwijn"	"animal"
193	"img/tt/1278tt.jpg"	657	"img/tt/1278tt.jpg"	"img/gs/1278gs.jpg"	"reindeer, deer, moose, elk, wapiti, muntjac, chital, antlers"	"rendier, eland, hert, wapiti, gewei, ree"	"animal"
194	"img/tt/1279tt.jpg"	658	"img/tt/1279tt.jpg"	"img/gs/1279gs.jpg"	"reindeer, deer, moose, elk, wapiti, muntjac, chital, antlers"	"rendier, eland, hert, wapiti, gewei, ree"	"animal"
195	"img/tt/1283tt.jpg"	662	"img/tt/1283tt.jpg"	"img/gs/1283gs.jpg"	"mink, ferret, cat, fox"	"vos, kat, wezel, fret, nerts"	"animal"
196	"img/tt/1290tt.jpg"	669	"img/tt/1290tt.jpg"	"img/gs/1290gs.jpg"	"cable car, ski lift, gondola, trolley"	"skilift, lift, kabellift"	"object"
197	"img/tt/1307tt.jpg"	686	"img/tt/1307tt.jpg"	"img/gs/1307gs.jpg"	"hot air balloon, balloon"	"luchtballon, ballon"	"object"
198	"img/tt/1309tt.jpg"	688	"img/tt/1309tt.jpg"	"img/gs/1309gs.jpg"	"truck, jeep, all terrain vehicle"	"jeep, terreinwagen"	"object"
199	"img/tt/1353tt.jpg"	732	"img/tt/1353tt.jpg"	"img/gs/1353gs.jpg"	"pepper, red pepper, bell pepper, sweet pepper"	"paprika, rode paprika, zoete puntpaprika"	"food"
200	"img/tt/1362tt.jpg"	741	"img/tt/1362tt.jpg"	"img/gs/1362gs.jpg"	"pots, kitchen, stove"	"potten, kookplaat, keuken, fornuis, keukenmateriaal "	"object"
201	"img/tt/1363tt.jpg"	742	"img/tt/1363tt.jpg"	"img/gs/1363gs.jpg"	"gravy, sauce, gravy boat"	"saus, jus"	"food"
202	"img/tt/1366tt.jpg"	745	"img/tt/1366tt.jpg"	"img/gs/1366gs.jpg"	"burrito, wrap, sandwich"	"wrap, burrito"	"food"
