,subject,nbofobs,countguess,countmem,accfamstd,accstd,accmemstd,confstd,curstd,ahastd,curiosity,confidence,aha,rtguess,rtaha,rtcurcon,curiosity_z,aha_z,confidence_z,old,accfam,rtfamiliar,rtpostguess,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,debrief,datajoin,fiveDCR,joyexp,deprsens,stresstol,ovsoccur,cosoccur,thrillseek,perccur,NCS,AQ28,socskills,routine,switching,imagination,numbpatt,acc,accmem,madeguess
21,37603,80,61,71,0.3018927632559765,0.43574467033059494,0.47997890248993547,1.7070219830549669,1.5585107302173224,1.2548009070986905,3.6625,2.35,3.7125,4297.238062499974,2628.3268125000022,4334.269312500013,-8.326672684688674e-17,2.4980018054066023e-17,-2.2204460492503132e-17,1.0,0.9,1179.9864999999845,4877.133687499986,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,80.0,14.0,15.0,14.0,12.0,13.0,12.0,28.0,42.0,89.0,26.0,14.0,15.0,23.0,11.0,0.25,0.65,0.7625
22,37606,80,64,67,0.28434913465622996,0.3712363878934856,0.49025309919043125,2.499335354687296,2.357824302834708,2.446872196152426,2.6875,3.7375,3.3875,3916.373062499868,2938.2787499999968,5156.614750000035,-2.914335439641036e-17,-1.6653345369377347e-17,1.8041124150158794e-17,1.0,0.9125,1086.8979999999633,3416.7643124999913,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,5.0,2.0,0.0,2.0,5.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,3.0,5.0,5.0,3.0,0.0,0.0,0.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,5.0,0.0,5.0,3.0,3.0,5.0,5.0,0.0,1.0,5.0,4.0,1.0,5.0,3.0,0.0,1.0,5.0,0.0,4.0,5.0,2.0,3.0,0.0,4.0,5.0,5.0,0.0,1.0,67.0,18.0,18.0,13.0,9.0,4.0,5.0,27.0,65.0,132.0,33.0,23.0,16.0,43.0,17.0,0.1625,0.6125,0.8
23,37609,80,65,66,0.3927749379717782,0.41165765548141536,0.501737487466418,1.8029511672234515,1.1692256444309355,2.169407549061275,4.5,2.3,3.45,4178.377687500265,2369.4515624997393,5872.582250000228,-1.2490009027033011e-17,-1.1657341758564144e-16,1.2073675392798576e-16,1.0,0.8125,1317.3746874999197,4688.246937499682,3.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,5.0,4.0,0.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,0.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,5.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,0.0,4.0,4.0,3.0,0.0,1.0,81.0,12.0,9.0,17.0,17.0,17.0,9.0,26.0,31.0,88.0,21.0,14.0,20.0,19.0,14.0,0.2125,0.4625,0.8125
24,37615,80,80,70,0.3465471637582117,0.4202169421632268,0.46643680294252143,1.6504698218723637,0.9270034752027494,1.7673193603644444,4.5375,2.4,2.375,4024.447374999995,2612.4200000000046,4512.37175,2.9698465908722935e-16,-2.2204460492503132e-17,-5.551115123125783e-18,1.0,0.8625,916.9901875000302,3374.9966250000143,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,3.0,4.0,1.0,1.0,80.0,11.0,8.0,19.0,16.0,17.0,9.0,36.0,45.0,90.0,21.0,15.0,17.0,25.0,12.0,0.225,0.6875,1.0
25,37618,80,75,70,0.4025236843413021,0.4427689056352855,0.4871773518462232,1.7973257208518,1.6987989055562132,1.9133111335250437,2.8875,3.6,3.1,4372.032312500018,3055.33612500001,7385.050125000035,-1.878705524482882e-16,-4.9960036108132046e-17,-1.3877787807814457e-17,1.0,0.8,1227.138625000004,3332.837749999974,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,0.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,76.0,10.0,8.0,21.0,15.0,16.0,6.0,27.0,44.0,87.0,21.0,15.0,19.0,18.0,14.0,0.2625,0.625,0.9375
26,37621,80,58,61,0.4357446703305951,0.435744670330595,0.5025252685881779,1.6821851370889704,0.9505994111645183,2.201804495856679,3.5875,1.575,1.9875,3787.649875000008,3115.3426874997363,7378.018937499936,4.4408920985006264e-17,2.609674629172609e-17,0.0,1.0,0.75,1355.0673749997572,3752.107812500291,4.0,2.0,3.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,5.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,5.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,5.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,73.0,12.0,6.0,19.0,14.0,10.0,12.0,36.0,44.0,74.0,18.0,10.0,16.0,20.0,10.0,0.25,0.525,0.725
27,37624,80,44,45,0.4799789024899354,0.3823643964146893,0.46643680294252143,1.858098933202864,1.2852005704671603,1.3635745095292646,2.2375,1.875,2.8375,2476.9363125000555,3460.995499999996,5054.373062500031,1.3877787807814457e-16,7.494005416219807e-17,1.2490009027033011e-17,1.0,0.65,804.9515624999534,2230.940687500054,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,78.0,12.0,10.0,15.0,15.0,13.0,13.0,38.0,47.0,100.0,23.0,17.0,13.0,34.0,13.0,0.175,0.3125,0.55
28,37636,80,80,80,0.3927749379717781,0.40252368434130215,0.4871773518462232,0.8728499805852062,0.43574467033059505,1.3156795423764287,4.75,1.8125,3.875,5272.295437499982,2535.2043749999802,4013.8821249999773,-5.551115123125783e-18,-8.326672684688674e-18,6.938893903907229e-19,1.0,0.8125,1248.6269999999815,4141.116125000015,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,83.0,15.0,13.0,17.0,16.0,12.0,10.0,34.0,49.0,98.0,26.0,16.0,14.0,28.0,14.0,0.2,0.625,1.0
29,37642,80,80,78,0.3018927632559766,0.4713299255661337,0.4202169421632267,2.121879689737738,1.2563131714704445,0.8267673819143256,1.0625,2.4375,1.0,3416.6160624999843,3264.526687500022,6131.2296250000345,-3.469446951953614e-17,-5.551115123125783e-18,-4.85722573273506e-17,1.0,0.9,1142.8603125000432,3561.277312499925,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,1.0,5.0,3.0,4.0,2.0,4.0,0.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,5.0,3.0,1.0,3.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,5.0,3.0,2.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,0.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,0.0,4.0,0.0,1.0,4.0,4.0,1.0,1.0,4.0,3.0,0.0,1.0,88.0,16.0,15.0,13.0,16.0,16.0,12.0,34.0,50.0,83.0,26.0,16.0,14.0,14.0,13.0,0.325,0.775,1.0
30,37660,80,65,71,0.4664368029425213,0.34654716375821165,0.4953901416106938,1.2910965803327172,1.0184997654157306,1.6067500022157317,4.525,1.4375,4.275,4234.205437500034,3515.651187499991,6216.638687500022,-3.969047313034935e-16,-1.9532986339498847e-16,-1.2490009027033011e-17,1.0,0.6875,1253.4516874999215,5107.822062499972,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,5.0,5.0,2.0,3.0,4.0,3.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,68.0,11.0,5.0,19.0,12.0,13.0,8.0,33.0,25.0,91.0,28.0,11.0,20.0,26.0,6.0,0.1375,0.5875,0.8125
31,37663,80,28,32,0.5029973450366553,0.3018927632559765,0.4664368029425215,1.3416407864998734,1.613040214680717,1.796577266197511,3.825,0.85,2.3875,2476.536625000024,3087.9749375000565,5873.503312499946,-7.0082828429463e-17,-8.049116928532385e-17,3.053113317719181e-17,1.0,0.4875,794.3318124999641,1719.8767500000365,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,1.0,4.0,0.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,80.0,15.0,15.0,14.0,12.0,16.0,8.0,25.0,55.0,93.0,21.0,16.0,18.0,24.0,14.0,0.1,0.3125,0.35
32,37666,80,41,59,0.4611488131266319,0.34654716375821165,0.5029973450366553,1.4582805897635107,0.9779208116836714,1.831121604130628,4.825,1.0,4.0375,2664.5995624996444,2538.691750000346,4774.21456250049,-1.2212453270876723e-16,1.637578961322106e-16,-2.4980018054066023e-17,1.0,0.7,1251.2051250010759,2686.9792500016106,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,0.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,0.0,1.0,82.0,15.0,16.0,15.0,15.0,14.0,7.0,33.0,49.0,89.0,22.0,16.0,19.0,20.0,12.0,0.1375,0.5125,0.5125
33,37669,80,34,48,0.44933143021295,0.3179742048291164,0.47584036255125656,2.1358527778401766,1.6958624257552877,1.9450928193660493,4.1,1.7125,3.0375,4676.0503125000205,4046.236500000011,9716.998062500013,2.0261570199409106e-16,-4.5796699765787705e-17,7.91033905045424e-17,1.0,0.725,1832.97556249997,4111.892562500015,0.0,4.0,4.0,4.0,5.0,1.0,4.0,5.0,2.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,0.0,0.0,2.0,4.0,2.0,4.0,4.0,0.0,5.0,5.0,5.0,4.0,4.0,0.0,1.0,5.0,0.0,4.0,5.0,5.0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,5.0,3.0,4.0,1.0,4.0,5.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,5.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,76.0,12.0,15.0,16.0,17.0,6.0,10.0,33.0,50.0,93.0,34.0,18.0,15.0,21.0,5.0,0.1125,0.3375,0.425
34,37675,80,61,72,0.46114881312663186,0.4493314302129501,0.4758403625512567,1.8485368829414621,1.4121982146527285,1.9026547076936635,2.325,2.725,2.5125,3080.5520625000117,2477.98818750002,5094.021374999997,-1.2455314557513474e-16,-7.355227538141662e-17,-2.7755575615628915e-18,1.0,0.7,845.8960625000007,3288.2925000000223,4.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,67.0,11.0,11.0,12.0,12.0,15.0,6.0,33.0,51.0,90.0,27.0,20.0,14.0,19.0,10.0,0.275,0.6625,0.7625
35,37678,80,72,75,0.4664368029425213,0.40252368434130203,0.5025252685881779,1.5710997518871126,0.7453441987991481,1.758838440058622,4.6625,3.25,3.2875,4742.28627351162,5314.11624787286,19247.02249088071,5.370703881624195e-16,-2.3592239273284576e-17,2.7755575615628915e-18,1.0,0.6875,1750.401254841959,6291.995014913165,5.0,1.0,4.0,5.0,0.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,0.0,0.0,2.0,1.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,5.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,4.0,1.0,1.0,79.0,15.0,10.0,16.0,18.0,17.0,3.0,30.0,44.0,88.0,22.0,19.0,13.0,24.0,10.0,0.2,0.525,0.9
36,37681,80,31,61,0.3712363878934857,0.39277493797177815,0.47132992556613384,1.469898386223614,1.353324551529363,1.6415780459706015,3.9375,1.0625,2.9625,2145.1073125000416,3036.9828124999426,5509.262499999968,-9.714451465470119e-18,4.718447854656915e-17,-5.551115123125783e-18,1.0,0.8375,1081.007625000007,2695.991875000103,4.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,1.0,3.0,3.0,3.0,0.0,3.0,2.0,3.0,4.0,4.0,0.0,1.0,84.0,12.0,12.0,15.0,17.0,15.0,13.0,41.0,49.0,100.0,26.0,17.0,16.0,25.0,16.0,0.1875,0.675,0.3875
37,37684,80,80,80,0.3018927632559766,0.4799789024899355,0.4357446703305951,1.744385205978153,1.0896521335508405,1.958065113151698,4.05,2.0875,3.8375,5919.664812499979,2849.3789999999804,5681.799625,1.074661193367632e-16,6.106226635438361e-17,9.020562075079397e-17,1.0,0.9,1422.4852500000154,6583.9910625000075,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,0.0,2.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,5.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,76.0,14.0,9.0,21.0,12.0,11.0,9.0,23.0,36.0,73.0,18.0,9.0,16.0,20.0,10.0,0.35,0.75,1.0
38,37687,80,60,70,0.30189276325597647,0.461148813126632,0.44276890563528554,0.9291346184705991,0.11180339887498951,1.5516426575435662,5.0125,1.15,3.15,2777.401000000015,2439.172062500005,4278.061125000021,-1.5008827514151336e-15,4.718447854656915e-17,6.800116025829084e-17,1.0,0.9,1405.128250000003,3231.1636249999806,4.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,82.0,13.0,9.0,22.0,14.0,13.0,11.0,35.0,35.0,85.0,26.0,12.0,13.0,24.0,10.0,0.3,0.7375,0.75
39,37690,80,63,71,0.4116576554814154,0.45545220260830827,0.4554522026083083,1.309592167649769,0.8619047202768082,1.3255044418320354,1.9375,1.2625,1.7,3197.0669375000043,2303.8249999999875,4779.985812499993,1.9428902930940238e-17,1.5265566588595904e-17,-5.134781488891349e-17,1.0,0.7875,983.7346250000089,3435.451750000016,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,82.0,16.0,11.0,20.0,12.0,14.0,9.0,36.0,40.0,84.0,23.0,15.0,15.0,23.0,8.0,0.2875,0.7125,0.7875
40,37693,80,53,63,0.3823643964146892,0.44933143021295,0.4799789024899356,1.1703077600206526,0.7703977272992492,1.3259221772989411,1.1625,1.15,2.8375,2735.5443125000024,3184.981687500017,4526.466687499988,-1.2420620087993938e-16,6.661338147750939e-17,7.91033905045424e-17,1.0,0.825,961.6369374999601,3509.697062499993,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,75.0,12.0,9.0,20.0,12.0,12.0,10.0,26.0,46.0,79.0,22.0,11.0,14.0,22.0,10.0,0.275,0.65,0.6625
41,37708,80,62,63,0.45545220260830827,0.3465471637582117,0.5029973450366553,0.8535109915274834,1.168954959013619,1.3911451434435527,3.725,1.075,3.0375,4410.00575000071,3854.046500002005,5740.453437495307,-1.1379786002407854e-16,-7.771561172376095e-17,1.6653345369377347e-17,1.0,0.7125,989.7092499988328,4825.755937497894,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,0.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,76.0,12.0,9.0,12.0,15.0,16.0,12.0,32.0,45.0,96.0,21.0,17.0,18.0,30.0,10.0,0.1375,0.4875,0.775
42,37720,80,62,65,0.4427689056352855,0.4871773518462232,0.4902530991904312,2.292530523794971,1.6894591299876816,2.4571968695438713,5.1375,2.4,3.9875,2902.326937499988,2849.601500000014,5236.889937500043,-1.124100812432971e-16,9.71445146547012e-17,6.106226635438361e-17,1.0,0.7375,970.118249999985,2749.395312500035,5.0,3.0,5.0,5.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,5.0,5.0,3.0,2.0,4.0,1.0,5.0,4.0,1.0,2.0,5.0,2.0,5.0,0.0,5.0,5.0,0.0,2.0,2.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,1.0,3.0,4.0,1.0,4.0,5.0,2.0,0.0,4.0,4.0,1.0,1.0,98.0,18.0,10.0,22.0,17.0,17.0,14.0,48.0,47.0,70.0,12.0,9.0,14.0,20.0,15.0,0.375,0.6125,0.775
43,37723,80,68,66,0.39277493797177815,0.4493314302129501,0.4799789024899354,1.7193978928462286,0.7458747307182693,1.5418220357335073,4.475,1.825,1.55,3588.037500000001,12697.499999999998,8908.287499999997,4.85722573273506e-16,6.938893903907228e-17,3.3306690738754695e-17,1.0,0.8125,1903.9375000000175,4790.9375000000055,5.0,1.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,5.0,2.0,2.0,1.0,4.0,4.0,0.0,1.0,90.0,15.0,15.0,16.0,18.0,14.0,12.0,39.0,40.0,87.0,26.0,15.0,15.0,18.0,13.0,0.275,0.65,0.85
44,37783,80,77,74,0.35932426031459785,0.4611488131266319,0.4664368029425214,1.3777159597764645,1.2424455264018415,1.8738287481024485,3.725,2.225,3.5875,4429.035124999971,2970.408187500844,6524.441062501139,2.7755575615628915e-18,7.216449660063518e-17,-1.6653345369377347e-17,1.0,0.85,1802.4555624997272,5353.881750000245,4.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,1.0,2.0,0.0,1.0,2.0,3.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,80.0,15.0,11.0,19.0,16.0,14.0,5.0,30.0,28.0,83.0,24.0,10.0,17.0,23.0,9.0,0.3,0.6875,0.9625
