,confidence_z,curiosity_z
0,-0.29738085706659034,-0.42511792105125895
1,-1.2123988788099451,-1.2160349834722055
2,1.5326551864201197,-1.2160349834722055
3,0.6176371646767647,0.3657991413696878
4,-0.29738085706659034,1.9476332662115807
5,-1.2123988788099451,1.1567162037906344
6,-0.29738085706659034,0.3657991413696878
7,-1.2123988788099451,1.1567162037906344
8,-0.29738085706659034,-1.2160349834722055
9,0.6176371646767647,-0.42511792105125895
10,-0.29738085706659034,-0.42511792105125895
11,1.5326551864201197,-0.42511792105125895
12,-1.2123988788099451,1.1567162037906344
13,0.6176371646767647,0.3657991413696878
14,-0.29738085706659034,-0.42511792105125895
15,1.5326551864201197,1.1567162037906344
16,-0.29738085706659034,1.1567162037906344
17,0.6176371646767647,0.3657991413696878
18,0.6176371646767647,1.1567162037906344
19,-0.29738085706659034,-0.42511792105125895
20,-0.29738085706659034,1.1567162037906344
21,0.6176371646767647,-1.2160349834722055
22,-1.2123988788099451,1.1567162037906344
23,-1.2123988788099451,-0.42511792105125895
24,-0.29738085706659034,-0.42511792105125895
25,-0.29738085706659034,0.3657991413696878
26,0.6176371646767647,-0.42511792105125895
27,-1.2123988788099451,-0.42511792105125895
28,2.4476732081634744,1.9476332662115807
29,-1.2123988788099451,-1.2160349834722055
30,0.6176371646767647,0.3657991413696878
31,1.5326551864201197,-1.2160349834722055
32,1.5326551864201197,0.3657991413696878
33,-0.29738085706659034,-0.42511792105125895
34,0.6176371646767647,1.1567162037906344
35,0.6176371646767647,-0.42511792105125895
36,-1.2123988788099451,-0.42511792105125895
37,0.6176371646767647,-0.42511792105125895
38,0.6176371646767647,-1.2160349834722055
39,-1.2123988788099451,-1.2160349834722055
40,-0.29738085706659034,0.3657991413696878
41,-0.29738085706659034,-1.2160349834722055
42,-0.29738085706659034,-0.42511792105125895
43,0.6176371646767647,1.1567162037906344
44,0.6176371646767647,1.1567162037906344
45,-0.29738085706659034,-0.42511792105125895
46,-0.29738085706659034,-1.2160349834722055
47,-0.29738085706659034,-0.42511792105125895
48,-0.29738085706659034,1.1567162037906344
49,-1.2123988788099451,-0.42511792105125895
50,-0.29738085706659034,-1.2160349834722055
51,-1.2123988788099451,1.1567162037906344
52,1.5326551864201197,1.1567162037906344
53,-0.29738085706659034,-1.2160349834722055
54,-1.2123988788099451,1.9476332662115807
55,1.5326551864201197,-0.42511792105125895
56,-1.2123988788099451,1.1567162037906344
57,-0.29738085706659034,-1.2160349834722055
58,3.362691229906829,-1.2160349834722055
59,-0.29738085706659034,-1.2160349834722055
60,0.6176371646767647,-1.2160349834722055
61,0.6176371646767647,-0.42511792105125895
62,0.6176371646767647,1.1567162037906344
63,-1.2123988788099451,-0.42511792105125895
64,0.6176371646767647,1.9476332662115807
65,0.6176371646767647,-0.42511792105125895
66,-0.29738085706659034,0.3657991413696878
67,-1.2123988788099451,-0.42511792105125895
68,-1.2123988788099451,-1.2160349834722055
69,-1.2123988788099451,1.1567162037906344
70,-0.29738085706659034,-1.2160349834722055
71,-1.2123988788099451,-0.42511792105125895
72,2.4476732081634744,0.3657991413696878
73,-0.29738085706659034,-1.2160349834722055
74,0.6176371646767647,-0.42511792105125895
75,0.6176371646767647,1.9476332662115807
76,-0.29738085706659034,-1.2160349834722055
77,0.6176371646767647,1.1567162037906344
78,-0.29738085706659034,-0.42511792105125895
79,-1.2123988788099451,1.1567162037906344
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,-0.031173984319427375,0.3843711067980365
101,-0.6546536707079771,1.0832276646126486
102,-1.2781333570965268,0.3843711067980365
103,-1.2781333570965268,1.0832276646126486
104,-0.6546536707079771,0.3843711067980365
105,0.5923057020691224,-0.3144854510165756
106,1.2157853884576721,-1.7121985666458002
107,-0.031173984319427375,0.3843711067980365
108,1.2157853884576721,-2.411055124460412
109,-0.031173984319427375,-0.3144854510165756
110,0.5923057020691224,1.0832276646126486
111,1.2157853884576721,-0.3144854510165756
112,-0.6546536707079771,1.0832276646126486
113,1.2157853884576721,-0.3144854510165756
114,0.5923057020691224,-1.0133420088311875
115,-1.2781333570965268,1.0832276646126486
116,-0.6546536707079771,1.0832276646126486
117,1.8392650748462216,-1.7121985666458002
118,-1.2781333570965268,1.0832276646126486
119,-1.2781333570965268,1.0832276646126486
120,-0.6546536707079771,1.0832276646126486
121,0.5923057020691224,-0.3144854510165756
122,0.5923057020691224,0.3843711067980365
123,-0.6546536707079771,1.0832276646126486
124,-1.2781333570965268,0.3843711067980365
125,-0.6546536707079771,0.3843711067980365
126,-0.031173984319427375,0.3843711067980365
127,-0.6546536707079771,0.3843711067980365
128,-0.6546536707079771,0.3843711067980365
129,-1.2781333570965268,1.0832276646126486
130,0.5923057020691224,0.3843711067980365
131,0.5923057020691224,-1.0133420088311875
132,-0.031173984319427375,-1.7121985666458002
133,1.8392650748462216,-2.411055124460412
134,-0.031173984319427375,-0.3144854510165756
135,-0.6546536707079771,0.3843711067980365
136,1.8392650748462216,-1.7121985666458002
137,-0.031173984319427375,-1.7121985666458002
138,1.2157853884576721,-0.3144854510165756
139,-1.2781333570965268,1.0832276646126486
140,1.2157853884576721,-1.7121985666458002
141,-0.6546536707079771,1.0832276646126486
142,-0.031173984319427375,0.3843711067980365
143,-0.6546536707079771,0.3843711067980365
144,-1.2781333570965268,0.3843711067980365
145,-0.031173984319427375,0.3843711067980365
146,1.2157853884576721,0.3843711067980365
147,-0.031173984319427375,0.3843711067980365
148,-0.031173984319427375,0.3843711067980365
149,1.2157853884576721,-1.0133420088311875
150,2.4627447612347715,-2.411055124460412
151,0.5923057020691224,-0.3144854510165756
152,-0.6546536707079771,0.3843711067980365
153,-0.6546536707079771,1.0832276646126486
154,0.5923057020691224,-1.0133420088311875
155,-1.2781333570965268,0.3843711067980365
156,-1.2781333570965268,1.0832276646126486
157,-0.6546536707079771,0.3843711067980365
158,-0.031173984319427375,-0.3144854510165756
159,1.8392650748462216,-1.7121985666458002
160,2.4627447612347715,-2.411055124460412
161,1.2157853884576721,-0.3144854510165756
162,-0.6546536707079771,0.3843711067980365
