,currentStim,nbofobs,accfam,countguess,countmem,accfamstd,acc,accstd,accmem,accmemstd,confidence,confstd,curiosity,curstd,aha,ahastd,percguess,percmemguess,width,height,wxh,condition
0,../img/tt/001tt.jpg,110,0.6636363636363637,85,85,0.47462728452546143,0.15454545454545454,0.3631251619428625,0.509090909090909,0.5022053117460578,1.5818181818181818,1.6106401837472115,4.1454545454545455,1.5073907442044,3.2,2.0036663642140047,0.7727272727272727,0.7727272727272727,450,306,137700,
1,../img/tt/007tt.jpg,111,0.8558558558558559,81,95,0.3528287466861572,0.1891891891891892,0.39343507061668354,0.7297297297297297,0.4461134373869488,1.7027027027027026,1.7867929350176512,4.216216216216216,1.6034361137904345,3.18018018018018,2.0810757628871492,0.7297297297297297,0.8558558558558559,600,473,283800,LAHA
2,../img/tt/008tt.jpg,98,0.8979591836734694,76,83,0.30425829769936324,0.3163265306122449,0.4674329716656821,0.7448979591836735,0.43815979972937374,1.2551020408163265,1.3417270336321383,4.051020408163265,1.620566586547706,3.5510204081632653,1.6936658769285036,0.7755102040816326,0.8469387755102041,297,329,97713,
3,../img/tt/010tt.jpg,128,0.84375,83,77,0.3645188825671882,0.015625,0.12450690143095285,0.3046875,0.4620835004815935,0.8828125,1.0912760265586943,4.015625,1.640934892929834,3.203125,2.032644509201597,0.6484375,0.6015625,272,366,99552,
4,../img/tt/013tt.jpg,117,0.49572649572649574,63,66,0.5021322058350293,0.1452991452991453,0.3539179055636682,0.39316239316239315,0.49055325833510555,0.9658119658119658,1.569821118359888,4.170940170940171,1.7134890714894462,3.9316239316239314,1.9508022033675583,0.5384615384615384,0.5641025641025641,600,397,238200,HAHA
5,../img/tt/019tt.jpg,114,0.9298245614035088,86,109,0.2565702389853347,0.21052631578947367,0.40948238879709953,0.6929824561403509,0.46329319416573095,1.9736842105263157,1.7672563922735351,3.8947368421052633,1.6040238177817616,3.192982456140351,2.008288986813588,0.7543859649122807,0.956140350877193,400,400,160000,LAHA
6,../img/tt/020tt.jpg,104,0.5576923076923077,64,65,0.4990655943992427,0.028846153846153848,0.16818452471614478,0.25,0.4351096279669236,1.3173076923076923,1.5965036013321323,3.8173076923076925,1.6296072734163045,3.394230769230769,2.0165252688277335,0.6153846153846154,0.625,440,618,271920,
7,../img/tt/031tt.jpg,83,0.8072289156626506,64,73,0.3968728777642879,0.46987951807228917,0.5021259534339567,0.7590361445783133,0.43026825001424435,2.1204819277108435,1.8766705752049668,3.7590361445783134,1.7150009702463525,2.9036144578313254,2.0754926410862207,0.7710843373493976,0.8795180722891566,392,600,235200,
8,../img/tt/032tt.jpg,110,0.7636363636363637,89,86,0.4267924474038493,0.03636363636363636,0.18804999956202975,0.42727272727272725,0.4969464724666841,1.6363636363636365,1.3928208636786652,4.054545454545455,1.5787369451405218,3.8636363636363638,1.9883941827988967,0.8090909090909091,0.7818181818181819,400,400,160000,HAHA
9,../img/tt/036tt.jpg,110,1.0,80,108,0.0,0.19090909090909092,0.3948162862859095,0.9636363636363636,0.18804999956202978,1.3363636363636364,1.4855714171196224,4.363636363636363,1.6069075247695392,3.4727272727272727,1.9662710524093445,0.7272727272727273,0.9818181818181818,498,328,163344,
10,../img/tt/040tt.jpg,109,0.5596330275229358,81,77,0.49872416224822486,0.05504587155963303,0.22912322357199058,0.46788990825688076,0.5012725905032174,1.5963302752293578,1.656185186321185,4.2110091743119265,1.5639065195103272,3.743119266055046,2.0700852984964913,0.7431192660550459,0.7064220183486238,388,600,232800,
11,../img/tt/044tt.jpg,106,0.8113207547169812,84,83,0.39311230788765483,0.0660377358490566,0.24952785604696764,0.5660377358490566,0.497974333332233,1.8396226415094339,1.562274242450837,4.09433962264151,1.5707341437126203,4.0754716981132075,1.9552036221205404,0.7924528301886793,0.7830188679245284,604,411,248244,HAHA
12,../img/tt/046tt.jpg,61,0.639344262295082,45,49,0.4841758249935624,0.32786885245901637,0.47333256368751414,0.6721311475409836,0.473332563687514,2.0327868852459017,2.0733805979185624,3.7704918032786887,1.8201963504244152,3.0,1.8973665961010275,0.7377049180327869,0.8032786885245902,600,583,349800,
13,../img/tt/049tt.jpg,102,0.5490196078431373,76,63,0.5000485319098449,0.049019607843137254,0.21697519958623904,0.17647058823529413,0.38310262063612205,1.3627450980392157,1.3986500966280002,3.9411764705882355,1.6460184749980613,3.0686274509803924,1.8997644664931157,0.7450980392156863,0.6176470588235294,300,257,77100,
14,../img/tt/052tt.jpg,114,0.9736842105263158,98,104,0.1607794243313157,0.12280701754385964,0.32966464261046624,0.8771929824561403,0.3296646426104662,1.9912280701754386,1.4420708685780848,3.8157894736842106,1.5259744571197844,3.710526315789474,1.7280798296176707,0.8596491228070176,0.9122807017543859,517,344,177848,
15,../img/tt/053tt.jpg,105,0.9047619047619048,78,96,0.2949514146369483,0.3047619047619048,0.4625142310452878,0.7142857142857143,0.45392064950160194,1.6476190476190475,1.675507686441935,3.9047619047619047,1.678620138019787,3.447619047619048,1.8396328667016917,0.7428571428571429,0.9142857142857143,640,480,307200,NAHA
16,../img/tt/055tt.jpg,123,0.7967479674796748,82,102,0.40406438363568253,0.3252032520325203,0.47036670311489265,0.7154471544715447,0.45304661221578213,1.6260162601626016,1.8878314994260599,3.7642276422764227,1.6989934378485962,3.008130081300813,1.888255049107811,0.6666666666666666,0.8292682926829268,286,318,90948,
17,../img/tt/056tt.jpg,123,0.5934959349593496,82,94,0.49318965816181315,0.06504065040650407,0.24760615866615587,0.34146341463414637,0.4761400175090207,1.5934959349593496,1.5932099692541724,3.9430894308943087,1.7192297789766686,3.138211382113821,1.843576367771026,0.6666666666666666,0.7642276422764228,276,300,82800,
18,../img/tt/060tt.jpg,118,0.8305084745762712,91,92,0.37678543046584007,0.19491525423728814,0.39782473863662915,0.6610169491525424,0.4753826885415283,1.3305084745762712,1.274705159445631,3.788135593220339,1.7189327583158054,3.3728813559322033,1.8200996035931258,0.7711864406779662,0.7796610169491526,600,450,270000,
19,../img/tt/063tt.jpg,114,0.9912280701754386,100,111,0.0936585811581694,0.2807017543859649,0.451325911514035,0.8421052631578947,0.3662521827757252,2.587719298245614,1.8616359895740573,3.517543859649123,1.7408799328320101,3.192982456140351,2.051881040654946,0.8771929824561403,0.9736842105263158,300,265,79500,
20,../img/tt/064tt.jpg,118,0.7711864406779662,90,98,0.42186028693741157,0.3305084745762712,0.4724022034325301,0.6610169491525424,0.4753826885415282,1.9576271186440677,1.85543354436339,3.9745762711864407,1.5930504222965258,3.2288135593220337,1.9454571978155988,0.7627118644067796,0.8305084745762712,300,256,76800,
21,../img/tt/076tt.jpg,110,0.9727272727272728,104,107,0.16362246257329338,0.8363636363636363,0.3716383940247039,0.9090909090909091,0.28879549112895386,3.190909090909091,1.7425882602814484,3.1545454545454548,1.7303887437038379,1.7181818181818183,1.697984872485419,0.9454545454545454,0.9727272727272728,262,300,78600,
22,../img/tt/078tt.jpg,130,0.9615384615384616,108,123,0.19305163199975756,0.5692307692307692,0.4970995180332215,0.9076923076923077,0.2905795824534465,2.4076923076923076,1.9277498384062315,3.8461538461538463,1.5674080637037022,2.223076923076923,1.8729630159598052,0.8307692307692308,0.9461538461538461,438,640,280320,
23,../img/tt/079tt.jpg,100,0.84,87,90,0.3684529491774707,0.78,0.41633319989322654,0.9,0.30151134457776363,3.56,1.9349000966040557,3.26,1.8942763336648714,1.83,1.8697755496477662,0.87,0.9,600,481,288600,
