,currentStim,nbofobs,accfam,countguess,countmem,accfamstd,acc,accstd,accmem,accmemstd,confidence,confstd,curiosity,curstd,aha,aha_z,ahastd,percguess,percmemguess,width,height,wxh,propcertainty,sementropy,imgName,entropyMooney,entropyGrayscale,structSim,selfSimilarityMooney,selfSimilarityGrayscale,PHOGcomplexityMooney,PHOGcomplexityGrayscale,anisotropyMooney,anisotropyGrayscale,edgeEntropyMooney,edgeEntropyGrayscale,mooneyname,memcatname,image_file,category,subcategory,current_height,current_width,source,searched_label,resize_factor,H,FA,n_resp,memorability_wo_fa_correction,memorability_w_fa_correction
0,../img/tt/001tt.jpg,110,0.6636363636363637,85,85,0.47462728452546143,0.15454545454545454,0.3631251619428625,0.509090909090909,0.5022053117460578,1.5818181818181818,1.6106401837472115,4.1454545454545455,1.5073907442044,3.2,-0.04085867912832084,2.0036663642140047,0.7727272727272727,0.7727272727272727,450,306,137700,-2.807828762773688,2.807828762773688,1,1.7563119369780502,7.35050509430528,0.35413412584016496,0.5243899999999999,0.56992,6.2874,21.088,0.0014292999999999999,0.0012602,0.18230189193230897,0.5730230529905329,,,,,,,,,,,,,,,
1,../img/tt/007tt.jpg,111,0.8558558558558559,81,95,0.3528287466861572,0.1891891891891892,0.39343507061668354,0.7297297297297297,0.4461134373869488,1.7027027027027026,1.7867929350176512,4.216216216216216,1.6034361137904345,3.18018018018018,-0.07183092320049261,2.0810757628871492,0.7297297297297297,0.8558558558558559,600,473,283800,-2.9775893547399295,2.9775893547399295,7,3.04618251925314,7.834112971036331,0.17641700060985,0.65547,0.67581,10.796,14.386,0.00069122,0.00029195,0.25927231132768697,0.5659859309738721,,,,,,,,,,,,,,,
2,../img/tt/008tt.jpg,98,0.8979591836734694,76,83,0.30425829769936324,0.3163265306122449,0.4674329716656821,0.7448979591836735,0.43815979972937374,1.2551020408163265,1.3417270336321383,4.051020408163265,1.620566586547706,3.5510204081632653,0.13270627820508119,1.6936658769285036,0.7755102040816326,0.8469387755102041,297,329,97713,-2.9867671805516687,2.9867671805516687,8,2.0987154360421396,7.739232578870389,0.30408445718110105,0.5181,0.53891,9.2955,11.040999999999999,0.0015703,0.00069493,0.22132290346582503,0.4073135098145779,,,,,,,,,,,,,,,
3,../img/tt/010tt.jpg,128,0.84375,83,77,0.3645188825671882,0.015625,0.12450690143095285,0.3046875,0.4620835004815935,0.8828125,1.0912760265586943,4.015625,1.640934892929834,3.203125,-0.050411237255306406,2.032644509201597,0.6484375,0.6015625,272,366,99552,-2.7033390912872393,2.7033390912872393,10,1.5978334593543702,5.56503129089565,0.0907985489520151,0.41812,0.54948,6.2084,7.2984,0.0016043,0.00082201,0.18377426949873604,0.478438382025242,,,,,,,,,,,,,,,
4,../img/tt/013tt.jpg,117,0.49572649572649574,63,66,0.5021322058350293,0.1452991452991453,0.3539179055636682,0.39316239316239315,0.49055325833510555,0.9658119658119658,1.569821118359888,4.170940170940171,1.7134890714894462,3.9316239316239314,0.3733659471016948,1.9508022033675583,0.5384615384615384,0.5641025641025641,600,397,238200,-2.33461510824533,2.33461510824533,13,2.45570875797256,7.754878219211791,0.30250945510151,0.57103,0.73293,8.3549,12.284,0.0012636,0.00058473,0.2128778253374,0.516666778568155,,,,,,,,,,,,,,,
5,../img/tt/019tt.jpg,114,0.9298245614035088,86,109,0.2565702389853347,0.21052631578947367,0.40948238879709953,0.6929824561403509,0.46329319416573095,1.9736842105263157,1.7672563922735351,3.8947368421052633,1.6040238177817616,3.192982456140351,-0.03060518137671942,2.008288986813588,0.7543859649122807,0.956140350877193,400,400,160000,-2.8440950681900405,2.8440950681900405,19,1.63875653404743,7.472871460958201,0.418535691526722,0.46853,0.55275,5.8285,6.7673,0.0018545000000000002,0.00064796,0.151705433634557,0.40048120193464504,,,,,,,,,,,,,,,
6,../img/tt/020tt.jpg,104,0.5576923076923077,64,65,0.4990655943992427,0.028846153846153848,0.16818452471614478,0.25,0.4351096279669236,1.3173076923076923,1.5965036013321323,3.8173076923076925,1.6296072734163045,3.394230769230769,0.03288069979763603,2.0165252688277335,0.6153846153846154,0.625,440,618,271920,-2.5144272710932003,2.5144272710932003,20,1.6203012090278,7.59570533220924,0.21356291175981898,0.48923999999999995,0.73018,4.6924,7.632999999999999,0.0013414000000000002,0.00030701,0.148538685410803,0.4733056900493039,,,,,,,,,,,,,,,
7,../img/tt/031tt.jpg,83,0.8072289156626506,64,73,0.3968728777642879,0.46987951807228917,0.5021259534339567,0.7590361445783133,0.43026825001424435,2.1204819277108435,1.8766705752049668,3.7590361445783134,1.7150009702463525,2.9036144578313254,-0.18865955535259651,2.0754926410862207,0.7710843373493976,0.8795180722891566,392,600,235200,-1.825862239497253,1.825862239497253,31,1.86364065807944,6.76634649737769,0.28570247520327197,0.39082,0.48036999999999996,3.2565,3.596,0.0014307,0.00060596,0.10614840418909,0.29405947884329403,,,,,,,,,,,,,,,
8,../img/tt/032tt.jpg,110,0.7636363636363637,89,86,0.4267924474038493,0.03636363636363636,0.18804999956202975,0.42727272727272725,0.4969464724666841,1.6363636363636365,1.3928208636786652,4.054545454545455,1.5787369451405218,3.8636363636363638,0.2503578542880818,1.9883941827988967,0.8090909090909091,0.7818181818181819,400,400,160000,-3.120496197584446,3.120496197584446,32,2.13352080434487,7.2238874744468,0.315820935831408,0.47024,0.59504,6.6745,4.3044,0.0010716,0.00059393,0.18576156717941197,0.3364103922894461,,,,,,,,,,,,,,,
9,../img/tt/036tt.jpg,110,1.0,80,108,0.0,0.19090909090909092,0.3948162862859095,0.9636363636363636,0.18804999956202978,1.3363636363636364,1.4855714171196224,4.363636363636363,1.6069075247695392,3.4727272727272727,0.15750895537253742,1.9662710524093445,0.7272727272727273,0.9818181818181818,498,328,163344,-2.675208025690281,2.675208025690281,36,1.6519467591334298,4.1208922836834,0.5550189782343149,0.44142,0.44308000000000003,7.9381,8.1599,0.0013463,0.00063837,0.197046146572248,0.422524767620802,,,,,,,,,,,,,,,
